morphotype,Nr. of specimen,Size,Scale,scl,
aran041,13,7.9,"0,5 cm",0.5,
aran041,14,9.3,"0,5 cm",0.5,
aran041,15,7.9,"0,5 cm",0.5,
aran041,16,5.1,"0,5 cm",0.5,
aran041,17,7.6,1 cm,1,
aran041,18,1.1,cm,1,
aran041,19,6.7,"0,5 cm",0.5,
aran041,20,6.9,"0,5 cm",0.5,
aran042,1,4.3,"0,5 cm",0.5,
aran042,2,5,"0,5 cm",0.5,
aran042,3,5,"0,5 cm",0.5,
aran042,4,4.7,"0,5 cm",0.5,
aran042,5,4.7,"0,5 cm",0.5,
aran042,6,5.4,"0,5 cm",0.5,
aran042,7,5.6,"0,5 cm",0.5,
aran042,8,5,"0,5 cm",0.5,
aran042,9,5.4,"0,5 cm",0.5,
aran042,10,5.4,"0,5 cm",0.5,
aran042,11,4.9,"0,5 cm",0.5,
aran042,12,4.3,"0,5 cm",0.5,
aran042,13,4.6,"0,5 cm",0.5,
aran042,14,4.3,"0,5 cm",0.5,
aran042,15,4.5,"0,5 cm",0.5,
aran043,1,5.8,"0,5 cm",0.5,
aran043,2,4.8,"0,5 cm",0.5,
aran043,3,6.5,"0,5 cm",0.5,
aran043,4,4.8,"0,5 cm",0.5,
aran043,5,6,"0,5 cm",0.5,
aran043,6,6.2,"0,5 cm",0.5,
aran043,7,7.4,"0,5 cm",0.5,
aran043,8,4.4,"0,5 cm",0.5,
aran043,9,5.5,"0,5 cm",0.5,
aran043,10,4.4,"0,5 cm",0.5,
aran043,11,6.8,"0,5 cm",0.5,
aran044,1,7.5,"0,5 cm",0.5,
aran044,2,5,"0,5 cm",0.5,
aran045,1,9.2,"0,5 cm",0.5,
aran045,2,7.9,"0,5 cm",0.5,
aran045,3,6.2,"0,5 cm",0.5,
aran045,4,7.9,"0,5 cm",0.5,
aran045,5,7.9,"0,5 cm",0.5,
aran045,6,8.6,"0,5 cm",0.5,
aran046,1,5.3,1 cm,1,
aran046,2,5.5,1 cm,1,
aran046,3,5.2,1 cm,1,
aran046,4,6.5,1 cm,1,
aran046,5,7.3,1 cm,1,
aran046,6,9.2,"0,5 cm",0.5,
aran046,7,5.1,1 cm,1,
aran046,8,5.2,1 cm,1,
aran046,9,6.1,1 cm,1,
aran046,10,8.1,1 cm,1,
aran046,11,7.2,1 cm,1,
aran046,12,5.5,1 cm,1,
aran046,13,6.3,1 cm,1,
aran046,14,9.3,"0,5 cm",0.5,
aran046,15,8.9,"0,5 cm",0.5,
aran046,16,6.1,1 cm,1,
aran046,17,8.5,"0,5 cm",0.5,
aran046,18,7,"0,5 cm",0.5,
aran046,19,7.1,1 cm,1,
aran046,20,6.4,1 cm,1,
aran047,1,7,"0,5 cm",0.5,
aran048,1,8.5,"0,5 cm",0.5,
aran049,1,4.6,"0,5 cm",0.5,
aran049,2,5.1,"0,5 cm",0.5,
aran049,3,4.6,"0,5 cm",0.5,
aran049,4,3.4,"0,5 cm",0.5,
aran049,5,4.1,"0,5 cm",0.5,
aran049,6,4.9,"0,5 cm",0.5,
aran049,7,2.8,"0,5 cm",0.5,
aran049,8,4,"0,5 cm",0.5,
aran050,1,1.5,cm,1,
aran050,2,1.4,cm,1,
aran050,3,7.8, 1 cm,0.5,
aran050,4,1.5,cm,1,
aran050,5,1.6,cm,1,
aran050,6,1.5,cm,1,
aran050,7,1.7,cm,1,
aran051,1,6.7,1 cm,1,
aran051,2,9.3,1 cm,1,
aran051,3,6.2,1 cm,1,
aran051,4,6.9,1 cm,1,
aran051,5,6.3,1 cm,1,
aran051,6,5.6,1 cm,1,
aran051,7,1.1,cm,1,
aran051,8,5,1 cm,1,
aran051,9,8.7,"0,5 cm",0.5,
aran051,10,10,"0,5 cm",0.5,
aran051,11,8.4,1 cm,1,
aran051,12,6.5,1 cm,1,
aran051,13,7.7,"0,5 cm",0.5,
aran051,14,7.5,"0,5 cm",0.5,
aran051,15,9.4,1 cm,1,
aran051,16,6.8,1 cm,1,
aran051,17,8.1,1 cm,1,
aran051,18,7.7,1 cm,1,
aran052,1,7,1 cm,1,
aran052,2,5.3,1 cm,1,
aran052,3,6.8,"0,5 cm",0.5,
aran052,4,5.4,1 cm,1,
aran052,5,6.4,1 cm,1,
aran052,6,6.3,1 cm,1,
aran052,7,6.3,1 cm,1,
aran052,8,5.3,1 cm,1,
aran052,9,5.7,1 cm,1,
aran052,10,6.8,1 cm,1,
aran053,1,4.6,"0,5 cm",0.5,
aran054,1,6.2,"0,5 cm",0.5,
aran054,2,6.9,"0,5 cm",0.5,
aran054,3,6.8,"0,5 cm",0.5,
aran055,1,6.4,"0,5 cm",0.5,
aran055,2,5.7,"0,5 cm",0.5,
aran055,3,7.8,"0,5 cm",0.5,
aran055,4,5.9,"0,5 cm",0.5,
aran055,5,9.7,"0,5 cm",0.5,
aran055,6,7.4,"0,5 cm",0.5,
aran055,7,9.5,"0,5 cm",0.5,
aran055,8,10,"0,5 cm",0.5,
aran055,9,9,"0,5 cm",0.5,
aran055,10,6.2,"0,5 cm",0.5,
aran055,11,6.8,"0,5 cm",0.5,
aran056,1,7.7,"0,5 cm",0.5,
aran056,2,5.7,"0,5 cm",0.5,
aran056,3,10,"0,5 cm",0.5,
aran056,4,8.9,"0,5 cm",0.5,
aran056,5,3.4,"0,5 cm",0.5,
aran056,6,8.2,"0,5 cm",0.5,
aran056,7,6.1,"0,5 cm",0.5,
aran056,8,5.5,"0,5 cm",0.5,
aran056,9,7.3,"0,5 cm",0.5,
aran056,10,7.1,"0,5 cm",0.5,
aran056,11,7.5,"0,5 cm",0.5,
aran056,12,3.2,"0,5 cm",0.5,
aran056,13,7.3,"0,5 cm",0.5,
aran056,14,7.9,"0,5 cm",0.5,
aran056,15,7.3,"0,5 cm",0.5,
aran056,16,7,"0,5 cm",0.5,
aran056,17,7.6,"0,5 cm",0.5,
aran056,18,6.3,"0,5 cm",0.5,
aran056,19,8,"0,5 cm",0.5,
aran056,20,8.2,"0,5 cm",0.5,
aran057,1,5.7,1 cm,1,
aran057,2,4.9,1 cm,1,
aran057,3,4.9,1 cm,1,
aran057,4,8.9,"0,5 cm",0.5,
aran057,5,4,"0,5 cm",0.5,
aran057,6,8.9,"0,5 cm",0.5,
aran057,7,10,"0,5 cm",0.5,
aran057,8,6.3,1 cm,1,
aran057,9,9.2,"0,5 cm",0.5,
aran057,10,9.4,"0,5 cm",0.5,
aran057,11,9,"0,5 cm",0.5,
aran057,12,8.6,"0,5 cm",0.5,
aran057,13,8.7,"0,5 cm",0.5,
aran058,1,6.2,1 cm,1,
aran058,2,5.1,1 cm,1,
aran058,3,7.3,1 cm,1,
aran058,4,6.2,1 cm,1,
aran058,5,1.5,cm,1,
aran058,6,8.1,1 cm,1,
aran058,7,9.3,1 cm,1,
aran058,8,6.7,1 cm,1,
aran059,1,9.4,"0,5 cm",0.5,
aran059,2,8.8,1 cm,1,
aran059,3,5.9,1 cm,1,
aran059,4,9,"0,5 cm",0.5,
aran059,5,6.1,1 cm,1,
aran059,6,6.2,1 cm,1,
aran059,7,6.1,1 cm,1,
aran059,8,6.2,1 cm,1,
aran059,9,7.5,1 cm,1,
aran059,10,8,"0,5 cm",0.5,
aran059,11,6,1 cm,1,
aran059,12,6.2,1 cm,1,
aran059,13,5.3,1 cm,1,
aran059,14,9.3,"0,5 cm",0.5,
aran059,15,8,1 cm,1,
aran059,16,5.8,1 cm,1,
aran059,17,7.8,"0,5 cm",0.5,
aran059,18,5.7,1 cm,1,
aran059,19,5.6,"0,5 cm",0.5,
aran059,20,5.7,1 cm,1,
aran060,1,9.8,1 cm,1,
aran060,2,8.9,1 cm,1,
aran060,3,1.4,cm,1,
aran060,4,1.4,cm,1,
aran060,5,7.9,1 cm,1,
aran060,6,7.1,1 cm,1,
aran060,7,8.7,1 cm,1,
aran060,8,1.2,cm,1,
aran060,9,1.3,cm,1,
aran060,10,1.2,cm,1,
aran060,11,10.2,1 cm,1,
aran060,12,8.2,1 cm,1,
aran060,13,9.1,1 cm,1,
aran060,14,8.8,1 cm,1,
aran060,15,9.1,1 cm,1,
aran061,1,5.3,1 cm,1,
aran061,2,6.2,1 cm,1,
aran061,3,8.2,"0,5 cm",0.5,
aran061,4,7.3,1 cm,1,
aran061,5,6.9,1 cm,1,
aran061,6,8.6,"0,5 cm",0.5,
aran062,1,7.5,"0,5 cm",0.5,
aran063,1,4.7,"0,5 cm",0.5,
aran064,1,9.5,1 cm,1,
aran064,2,9.7,"0,5 cm",0.5,
aran064,3,9.4,1 cm,1,
aran064,4,8,"0,5 cm",0.5,
aran064,5,8.7,"0,5 cm",0.5,
aran064,6,5.3,1 cm,1,
aran064,7,7.6,"0,5 cm",0.5,
aran064,8,6.6,1 cm,1,
aran065,1,8.1,"0,5 cm",0.5,
aran065,2,8.1,"0,5 cm",0.5,
aran066,1,6.2,1 cm,1,
aran066,2,8.6,1 cm,1,
aran066,3,8.1,1 cm,1,
aran066,4,7.6,1 cm,1,
aran066,5,6.9,"0,5 cm",0.5,
aran067,1,6.6,"0,5 cm",0.5,
aran067,2,6.9,"0,5 cm",0.5,
aran067,3,7.2,"0,5 cm",0.5,
aran067,4,5.1,"0,5 cm",0.5,
aran067,5,5.4,"0,5 cm",0.5,
aran067,6,6.9,"0,5 cm",0.5,
aran068,1,5.3,"0,5 cm",0.5,
aran069,1,6,"0,5 cm",0.5,
aran069,2,4.4,"0,5 cm",0.5,
aran069,3,6,1 cm,1,
aran070,1,5.4,"0,5 cm",0.5,
aran070,2,5.5,"0,5 cm",0.5,
aran070,3,4.6,"0,5 cm",0.5,
aran070,4,5.5,"0,5 cm",0.5,
aran071,1,7,1 cm,1,
aran071,2,9.6,"0,5 cm",0.5,
aran071,3,6.4,1 cm,1,
aran071,4,7.4,1 cm,1,
aran071,5,7,"0,5 cm",0.5,
aran071,6,6.6,1 cm,1,
aran071,7,1.3,cm,1,
aran071,8,6.9,1 cm,1,
aran071,9,6.7,1 cm,1,
aran071,10,5.3,1 cm,1,
aran071,11,5.3,1 cm,1,
aran071,12,7.6,1 cm,1,
aran071,13,7.2,"0,5 cm",0.5,
aran071,14,1.1,cm,1,
aran071,15,6.6,1 cm,1,
aran072,1,9.2,"0,5 cm",0.5,
aran072,2,9.4,"0,5 cm",0.5,
aran072,3,5.3,"0,5 cm",0.5,
aran072,4,8.9,"0,5 cm",0.5,
aran072,5,7.4,"0,5 cm",0.5,
aran072,6,9,"0,5 cm",0.5,
aran072,7,8.9,"0,5 cm",0.5,
aran072,8,7,"0,5 cm",0.5,
aran072,9,5.9,1 cm,1,
aran072,10,6,"0,5 cm",0.5,
aran072,11,6.9,"0,5 cm",0.5,
aran072,12,8.9,"0,5 cm",0.5,
aran072,13,5.3,1 cm,1,
aran072,14,6.7,"0,5 cm",0.5,
aran072,15,6.6,1 cm,1,
aran072,16,6.4,1 cm,1,
aran072,17,7.1,1 cm,1,
aran072,18,6.5,1 cm,1,
aran072,19,8.3,"0,5 cm",0.5,
aran072,20,9.7,"0,5 cm",0.5,
aran073,1,8.3,"0,5 cm",0.5,
aran073,2,7.5,"0,5 cm",0.5,
aran073,3,8.5,"0,5 cm",0.5,
aran073,4,9.1,"0,5 cm",0.5,
aran073,5,5.1,"0,5 cm",0.5,
aran073,6,7.1,1 cm,1,
aran073,7,5.2,"0,5 cm",0.5,
aran073,8,7.6,"0,5 cm",0.5,
aran073,9,5.6,"0,5 cm",0.5,
aran073,10,9.6,"0,5 cm",0.5,
aran073,11,7.8,"0,5 cm",0.5,
aran073,12,9.2,"0,5 cm",0.5,
aran073,13,7.1,"0,5 cm",0.5,
aran073,14,5.9,"0,5 cm",0.5,
aran073,15,7.5,"0,5 cm",0.5,
aran073,16,6.5,1 cm,1,
aran073,17,5.3,1 cm,1,
aran073,18,6.2,"0,5 cm",0.5,
aran073,19,8.1,"0,5 cm",0.5,
aran073,20,6,1 cm,1,
aran074,1,8.1,"0,5 cm",0.5,
aran074,2,5.8,"0,5 cm",0.5,
aran074,3,6.2,"0,5 cm",0.5,
aran074,4,8.4,"0,5 cm",0.5,
aran074,5,5.7,"0,5 cm",0.5,
aran074,6,4.2,"0,5 cm",0.5,
aran074,7,4.6,"0,5 cm",0.5,
aran074,8,3.8,"0,5 cm",0.5,
aran074,9,3.2,"0,5 cm",0.5,
aran075,1,5.9,"0,5 cm",0.5,
aran075,2,5.8,"0,5 cm",0.5,
aran075,3,6.1,"0,5 cm",0.5,
aran075,4,7.7,"0,5 cm",0.5,
aran075,5,5.3,"0,5 cm",0.5,
aran075,6,4.7,"0,5 cm",0.5,
aran076,1,4.8,"0,5 cm",0.5,
aran076,2,4.5,"0,5 cm",0.5,
aran077,1,7.7,1 cm,1,
aran077,2,6.7,1 cm,1,
aran077,3,7.2,"0,5 cm",0.5,
aran077,4,7.7,"0,5 cm",0.5,
aran077,5,9.1,1 cm,1,
aran077,6,1.2,cm,1,
aran077,7,1.4,cm,1,
aran077,8,1.1,cm,1,
aran077,9,6.5,"0,5 cm",0.5,
aran077,10,6.7,1 cm,1,
aran077,11,7.1,"0,5 cm",0.5,
aran077,12,10.2,1 cm,1,
aran077,13,1.4,cm,1,
aran077,14,7.8,1 cm,1,
aran077,15,6.8,"0,5 cm",0.5,
aran077,16,7.8,"0,5 cm",0.5,
aran077,17,7.8,"0,5 cm",0.5,
aran077,18,6.1,"0,5 cm",0.5,
aran077,19,9.7,"0,5 cm",0.5,
aran077,20,1.2,cm,1,
aran078,1,5.8,1 cm,1,
aran078,2,5.7,1 cm,1,
aran078,3,6.2,1 cm,1,
aran078,4,6.5,1 cm,1,
aran078,5,5.9,1 cm,1,
aran078,6,5.1,1 cm,1,
aran078,7,9.5,"0,5 cm",0.5,
aran078,8,6,1 cm,1,
aran078,9,7.5,1 cm,1,
aran078,10,6.6,1 cm,1,
aran079,1,8.9,"0,5 cm",0.5,
aran079,2,9.5,"0,5 cm",0.5,
aran079,3,5.9,"0,5 cm",0.5,
aran079,4,5.5,1 cm,1,
aran079,5,7,"0,5 cm",0.5,
aran079,6,10,"0,5 cm",0.5,
aran079,7,8.8,"0,5 cm",0.5,
aran079,8,7.7,1 cm,1,
aran080,1,6.5,"0,5 cm",0.5,
aran080,2,7.3,"0,5 cm",0.5,
aran080,3,4.4,"0,5 cm",0.5,
aran080,4,9.9,"0,5 cm",0.5,
aran081,1,6.1,1 cm,1,
aran081,2,5.5,1 cm,1,
aran082,1,6,"0,5 cm",0.5,
aran082,2,7.6,"0,5 cm",0.5,
aran082,3,6.3,1 cm,1,
aran082,4,9.2,"0,5 cm",0.5,
aran083,1,6.9,"0,5 cm",0.5,
aran083,2,6.1,1 cm,1,
aran083,3,8.6,"0,5 cm",0.5,
aran083,4,5.5,1 cm,1,
aran084,1,6.8,1 cm,1,
aran084,2,8.4,1 cm,1,
aran084,3,5.6,1 cm,1,
aran084,4,5.8,1 cm,1,
aran084,5,4.9,1 cm,1,
aran084,6,5.8,"0,5 cm",0.5,
aran085,1,7.3,"0,5 cm",0.5,
aran086,1,5.8,1 cm,1,
aran086,2,9.3,1 cm,1,
aran086,3,9.1,"0,5 cm",0.5,
aran086,4,1.1,cm,1,
aran086,5,7.5,1 cm,1,
aran086,6,8.8,"0,5 cm",0.5,
aran086,7,5.2,1 cm,1,
aran086,8,7.1,1 cm,1,
aran086,9,5.3,1 cm,1,
aran086,10,8.6,1 cm,1,
aran086,11,7.2,1 cm,1,
aran086,12,5.3,1 cm,1,
aran086,13,8.4,1 cm,1,
aran086,14,8.1,1 cm,1,
aran086,15,7.7,1 cm,1,
aran086,16,5.6,1 cm,1,
aran086,17,1.2,cm,1,
aran086,18,9.3,1 cm,1,
aran087,1,1.4,cm,1,
aran087,2,1.3,cm,1,
aran087,3,1.3,cm,1,
aran087,4,1.1,cm,1,
aran087,5,8,1 cm,1,
aran087,6,8.1,1 cm,1,
aran087,7,7.5,1 cm,1,
aran087,8,9.3,1 cm,1,
aran088,1,6.9,1 cm,1,
aran088,2,7.9,1 cm,1,
aran088,3,9.6,"0,5 cm",0.5,
aran088,4,8.7,1 cm,1,
aran088,5,6.1,1 cm,1,
aran088,6,5.2,1 cm,1,
aran088,7,6,1 cm,1,
aran088,8,9.3,1 cm,1,
aran088,9,7.1,1 cm,1,
aran088,10,8,"0,5 cm",0.5,
aran088,11,1.1,cm,1,
aran089,1,6.1,1 cm,1,
aran089,2,5.5,1 cm,1,
aran089,3,6.3,1 cm,1,
aran089,4,7,"0,5 cm",0.5,
aran089,5,4.5,"0,5 cm",0.5,
aran089,6,6.8,1 cm,1,
aran089,7,8.4,1 cm,1,
aran089,8,6,1 cm,1,
aran089,9,6.6,1 cm,1,
aran089,10,6.8,"0,5 cm",0.5,
aran089,11,8,"0,5 cm",0.5,
aran089,12,9.6,"0,5 cm",0.5,
aran090,1,5.4,1 cm,1,
aran090,2,5.6,1 cm,1,
aran090,3,5.5,1 cm,1,
aran090,4,6.5,1 cm,1,
aran090,5,5,1 cm,1,
aran090,6,6.1,1 cm,1,
aran090,7,6.2,1 cm,1,
aran090,8,5.4,1 cm,1,
aran090,9,6.2,1 cm,1,
aran090,10,6,1 cm,1,
aran090,11,5.9,1 cm,1,
aran090,12,5.1,1 cm,1,
aran090,13,9.7,"0,5 cm",0.5,
aran090,14,6.9,1 cm,1,
aran090,15,5.6,1 cm,1,
aran091,1,8.4,"0,5 cm",0.5,
aran091,2,5.8,1 cm,1,
aran092,1,6.4,1 cm,1,
aran092,2,5.3,1 cm,1,
aran092,3,5.7,1 cm,1,
aran092,4,3.9,"0,5 cm",0.5,
aran093,1,7.2,1 cm,1,
aran093,2,6.4,1 cm,1,
aran094,1,7.8,1 cm,1,
aran095,1,5,1 cm,1,
aran095,2,5.1,1 cm,1,
aran096,1,5.2,1 cm,1,
aran097,1,1.4,cm,1,
aran098,1,1.3,cm,1,
aran098,2,9.6,1 cm,1,
aran099,1,5.1,"0,5 cm",0.5,
aran099,2,4.5,"0,5 cm",0.5,
aran099,3,5.8,"0,5 cm",0.5,
aran099,4,4.2,"0,5 cm",0.5,
aran099,5,4.3,"0,5 cm",0.5,
aran099,6,6.7,"0,5 cm",0.5,
aran099,7,4.3,"0,5 cm",0.5,
aran099,8,5.4,"0,5 cm",0.5,
aran100,1,6.2,1 cm,1,
aran100,2,6,1 cm,1,
aran101,1,5.2,1 cm,1,
aran101,2,5,1 cm,1,
aran101,3,5.9,"0,5 cm",0.5,
aran102,1,5.9,1 cm,1,
aran103,1,9.1,1 cm,1,
aran103,2,6.8,1 cm,1,
aran104,1,9.5,"0,5 cm",0.5,
aran104,2,8.9,"0,5 cm",0.5,
aran104,3,8.4,"0,5 cm",0.5,
aran104,4,6.3,1 cm,1,
aran104,5,9.3,"0,5 cm",0.5,
aran104,6,8.2,"0,5 cm",0.5,
aran104,7,6.8,"0,5 cm",0.5,
aran104,8,9.1,"0,5 cm",0.5,
aran105,1,9.8,"0,5 cm",0.5,
aran106,1,9,1 cm,1,
aran106,2,6.9,1 cm,1,
aran106,3,9.6,1 cm,1,
aran106,4,9.1,1 cm,1,
aran106,5,9.9,1 cm,1,
aran106,6,7.5,1 cm,1,
aran106,7,9,1 cm,1,
aran107,1,5.7,"0,5 cm",0.5,
aran107,2,5.6,"0,5 cm",0.5,
aran107,3,4.7,"0,5 cm",0.5,
aran107,4,4,"0,5 cm",0.5,
aran108,1,9.4,"0,5 cm",0.5,
aran109,1,5,"0,5 cm",0.5,
aran110,1,7.2,"0,5 cm",0.5,
aran111,1,7.1,1 cm,1,
aran112,1,7.2,1 cm,1,
aran112,2,5,1 cm,1,
aran112,3,8.3,"0,5 cm",0.5,
aran113,1,9.2,"0,5 cm",0.5,
aran114,1,4.6,"0,5 cm",0.5,
aran115,1,6.5,"0,5 cm",0.5,
aran115,2,5.2,1 cm,1,
aran116,1,9.1,1 cm,1,
aran117,1,6.1,1 cm,1,
aran117,2,6.2,1 cm,1,
aran117,3,5.7,1 cm,1,
aran117,4,5.9,1 cm,1,
aran118,1,6.1,1 cm,1,
aran118,2,7.2,1 cm,1,
aran118,3,7.8,1 cm,1,
aran118,4,5.6,1 cm,1,
aran118,5,7.3,1 cm,1,
aran118,6,8.6,1 cm,1,
aran118,7,8,1 cm,1,
aran118,8,6.2,1 cm,1,
aran118,9,9.5,1 cm,1,
aran119,1,7.4,1 cm,1,
aran119,2,6.6,1 cm,1,
aran119,3,8.5,"0,5 cm",0.5,
aran119,4,6.1,1 cm,1,
aran119,5,6,1 cm,1,
aran119,6,8.4,"0,5 cm",0.5,
aran120,1,7.2,1 cm,1,
aran121,1,7.3,"0,5 cm",0.5,
aran121,2,6,1 cm,1,
aran122,1,6,1 cm,1,
aran122,2,6.3,1 cm,1,
aran122,3,8,"0,5 cm",0.5,
aran122,4,7.2,"0,5 cm",0.5,
aran122,5,6,"0,5 cm",0.5,
aran122,6,8.3,"0,5 cm",0.5,
aran122,7,8.3,"0,5 cm",0.5,
aran122,8,8,"0,5 cm",0.5,
aran122,9,6,"0,5 cm",0.5,
aran122,10,6.6,1 cm,1,
aran123,1,4.9,"0,5 cm",0.5,
aran123,2,4.6,"0,5 cm",0.5,
aran124,1,6.7,1 cm,1,
aran125,1,1.4,cm,1,
aran126,1,7.5,"0,5 cm",0.5,
aran127,1,1.5,cm,1,
aran128,1,5.6,1 cm,1,
aran129,1,5.6,1 cm,1,
aran130,1,5.2,"0,5 cm",0.5,
aran131,1,1.4,cm,1,
aran132,1,8,1 cm,1,
hemi001,1,1,cm,1,
hemi001,2,1.5,cm,1,
hemi001,3,7.7,1 cm,1,
hemi001,4,9.8,1 cm,1,
hemi001,5,1,cm,1,
hemi001,6,9.2,1 cm,1,
hemi001,7,1,cm,1,
hemi001,8,5.5,1 cm,1,
hemi001,9,1.35,cm,1,
hemi001,10,1.2,cm,1,
hemi001,11,9,"0,5 cm",0.5,
hemi001,12,1.15,cm,1,
hemi001,13,7.4,"0,5 cm",0.5,
hemi001,14,7,1 cm,1,
hemi001,15,1.55,cm,1,
hemi001,16,1.35,cm,1,
hemi001,17,8.4,1 cm,1,
hemi001,18,8.2,1 cm,1,
hemi001,19,7.1,"0,5 cm",0.5,
hemi001,20,1.3,cm,1,
hemi002,1,1.35,cm,1,
hemi002,2,1.5,cm,1,
hemi002,3,8.1,1 cm,1,
hemi002,4,9.9,"0,5 cm",0.5,
hemi002,5,1.3,cm,1,
hemi002,6,1.25,cm,1,
hemi002,7,1.6,cm,1,
hemi002,8,8.9,1 cm,1,
hemi002,9,8,1 cm,1,
hemi002,10,1.4,cm,1,
hemi002,11,5,1 cm,1,
hemi002,12,1.2,cm,1,
hemi002,13,9.5,1 cm,1,
hemi002,14,1.1,cm,1,
hemi002,15,1.15,cm,1,
hemi002,16,10,1 cm,1,
hemi002,17,7.5,1 cm,1,
hemi002,18,9.8,"0,5 cm",0.5,
hemi002,19,6.1,1 cm,1,
hemi002,20,8.4,1 cm,1,
hemi003,1,5.9,1 cm,1,
hemi003,2,8.6,1 cm,1,
hemi003,3,9,1 cm,1,
hemi003,4,6,1 cm,1,
hemi003,5,9.8,1 cm,1,
hemi003,6,9.4,1 cm,1,
hemi003,7,5.2,1 cm,1,
hemi003,8,9.1,1 cm,1,
hemi003,9,1.05,cm,1,
hemi003,10,9,1 cm,1,
hemi003,11,10,1 cm,1,
hemi003,12,9,1 cm,1,
hemi003,13,9.1,1 cm,1,
hemi003,14,1.1,cm,1,
hemi003,15,10,1 cm,1,
hemi003,16,8.2,1 cm,1,
hemi003,17,9.1,1 cm,1,
hemi003,18,1.1,cm,1,
hemi003,19,10,1 cm,1,
hemi003,20,8.3,1 cm,1,
hemi004,1,1.5,cm,1,
hemi004,2,1.5,cm,1,
hemi004,3,1.5,cm,1,
hemi004,4,1.5,cm,1,
hemi004,5,1.6,cm,1,
hemi004,6,1.65,cm,1,
hemi004,7,1.65,cm,1,
hemi005,1,1.7,cm,1,
hemi005,2,2.2,cm,1,
hemi005,3,1.7,cm,1,
hemi006,1,6.9,"0,5 cm",0.5,
hemi006,2,9.8,"0,5 cm",0.5,
hemi006,3,7.7,"0,5 cm",0.5,
hemi006,4,9.5,"0,5 cm",0.5,
hemi006,5,5.3,1 cm,1,
hemi006,6,5.3,1 cm,1,
hemi006,7,5.6,1 cm,1,
hemi006,8,5.4,1 cm,1,
hemi006,9,5.2,1 cm,1,
hemi006,10,9.1,"0,5 cm",0.5,
hemi006,11,7.7,"0,5 cm",0.5,
hemi006,12,5.6,1 cm,1,
hemi006,13,5.1,1 cm,1,
hemi006,14,5,1 cm,1,
hemi006,15,5.2,1 cm,1,
hemi006,16,5,1 cm,1,
hemi006,17,7.5,"0,5 cm",0.5,
hemi006,18,5.2,1 cm,1,
hemi006,19,5,1 cm,1,
hemi006,20,8,"0,5 cm",0.5,
hemi007,1,8.4,"0,5 cm",0.5,
hemi007,2,9.5,"0,5 cm",0.5,
hemi007,3,10.1,"0,5 cm",0.5,
hemi008,1,7,"0,5 cm",0.5,
hemi008,2,7.5,"0,5 cm",0.5,
hemi008,3,5.2,"0,5 cm",0.5,
hemi008,4,7.1,"0,5 cm",0.5,
hemi008,5,7.4,"0,5 cm",0.5,
hemi008,6,5.6,1 cm,1,
hemi008,7,4.9,1 cm,1,
hemi008,8,4,"0,5 cm",0.5,
hemi008,9,8.6,"0,5 cm",0.5,
hemi008,10,7.4,"0,5 cm",0.5,
hemi008,11,7.9,"0,5 cm",0.5,
hemi008,12,5.5,1 cm,1,
hemi008,13,5.8,1 cm,1,
hemi008,14,5.4,"0,5 cm",0.5,
hemi008,15,5.6,"0,5 cm",0.5,
hemi008,16,7.4,"0,5 cm",0.5,
hemi008,17,5.2,"0,5 cm",0.5,
hemi008,18,6.9,"0,5 cm",0.5,
hemi008,19,7.2,"0,5 cm",0.5,
hemi008,20,7.1,"0,5 cm",0.5,
hemi009,1,7.5,"0,5 cm",0.5,
hemi009,2,5.4,"0,5 cm",0.5,
hemi009,3,6.5,"0,5 cm",0.5,
hemi009,4,6.1,"0,5 cm",0.5,
hemi009,5,6.1,"0,5 cm",0.5,
hemi009,6,6.2,"0,5 cm",0.5,
hemi009,7,9.7,"0,5 cm",0.5,
hemi009,8,5.8,"0,5 cm",0.5,
hemi009,9,4.9,"0,5 cm",0.5,
hemi009,10,5.4,1 cm,1,
hemi009,11,7.6,"0,5 cm",0.5,
hemi009,12,5.7,"0,5 cm",0.5,
hemi009,13,6.4,"0,5 cm",0.5,
hemi009,14,6.9,"0,5 cm",0.5,
hemi009,15,5.8,"0,5 cm",0.5,
hemi009,16,7.1,"0,5 cm",0.5,
hemi009,17,7.3,"0,5 cm",0.5,
hemi009,18,3.5,"0,5 cm",0.5,
hemi009,19,5.3,"0,5 cm",0.5,
hemi009,20,10.1,"0,5 cm",0.5,
hemi010,1,8.6,"0,5 cm",0.5,
hemi010,2,8.7,"0,5 cm",0.5,
hemi010,3,7.2,"0,5 cm",0.5,
hemi010,4,7.6,"0,5 cm",0.5,
hemi010,5,7.9,"0,5 cm",0.5,
hemi010,6,8.2,"0,5 cm",0.5,
hemi010,7,7.7,"0,5 cm",0.5,
hemi010,8,7.6,"0,5 cm",0.5,
hemi010,9,8.6,"0,5 cm",0.5,
hemi010,10,9.8,"0,5 cm",0.5,
hemi010,11,7.5,"0,5 cm",0.5,
hemi010,12,9.5,"0,5 cm",0.5,
hemi010,13,7.2,"0,5 cm",0.5,
hemi010,14,8.1,"0,5 cm",0.5,
hemi010,15,7.2,"0,5 cm",0.5,
hemi010,16,9.6,"0,5 cm",0.5,
hemi010,17,5.8,1 cm,1,
hemi010,18,4.7,1 cm,1,
hemi010,19,9.5,"0,5 cm",0.5,
hemi010,20,7.7,"0,5 cm",0.5,
hemi011,1,5.7,1 cm,1,
hemi011,2,6.9,1 cm,1,
