morph,nospec,r_cm_size
orth033,4,0.77
orth033,5,0.68
orth033,6,1.22
orth033,7,0.75
orth033,8,0.83
orth033,9,0.85
orth033,10,0.63
orth033,11,0.84
orth033,12,0.68
orth033,13,0.71
orth033,14,0.86
orth033,15,0.99
orth033,16,0.7
orth033,17,0.73
orth033,18,0.81
orth033,19,0.6
orth034,1,1.42
orth034,2,1.76
orth034,3,2.5
orth035,1,1.14
orth035,2,1.94
orth035,3,1.04
orth035,4,1.48
orth036,1,1.64
orth037,1,1.18
orth037,2,0.77
orth037,3,0.68
orth037,4,0.8
orth037,5,1.38
orth037,6,0.99
orth037,7,0.79
orth039,1,1.54
orth039,2,1.4
orth040,1,6.3
orth040,2,5.4
orth040,3,6
orth040,4,6
orth040,5,4.9
orth040,6,6.2
orth040,7,5.3
orth041,8,0.56
orth041,1,0.58
orth041,2,0.61
orth042,1,4.2
orth042,2,2.5
orth042,3,3.3
orth042,4,3.5
orth042,5,1.7
orth042,6,2.5
orth042,7,1.78
orth042,8,1.68
orth042,9,4
orth042,10,3.4
orth042,11,3.5
orth042,12,3.9
orth042,13,3.3
orth042,14,2.85
orth042,14,2.9
orth042,15,3.8
orth042,16,3.5
orth042,17,3.8
orth042,18,3
orth043,1,0.63
orth043,2,0.63
orth043,3,0.59
orth043,4,0.61
orth043,5,0.71
orth043,6,0.62
orth043,7,0.62
orth043,8,0.58
orth043,9,0.68
orth044,1,1.6
orth044,2,1.62
orth044,3,1.58
orth044,4,1.06
orth044,5,1.54
orth044,6,0.92
orth044,7,0.89
orth044,8,0.86
orth044,9,1.2
orth044,10,1.34
orth044,11,1.76
orth044,12,1.12
orth044,13,0.9
orth044,14,0.73
orth044,15,0.94
orth044,16,1.02
orth044,17,1.32
orth044,18,0.85
orth044,19,1.56
orth044,20,1.46
orth045,1,0.405
orth045,2,0.35
orth045,3,0.38
orth045,4,0.41
orth045,5,0.43
orth045,6,0.4
orth045,7,0.38
orth045,8,0.41
orth046,1,1.04
orth046,2,1
orth046,3,0.57
orth046,4,0.86
orth046,5,0.87
orth047,1,1.38
orth048,1,0.48
orth048,1,5.1
orth048,2,3.9
orth049,1,0.59
orth049,2,0.56
orth049,3,0.47
orth049,4,0.69
orth049,5,0.52
orth049,6,0.55
orth049,7,0.58
orth049,8,0.54
orth049,9,1.12
orth050,1,0.42
orth050,2,0.41
orth050,3,0.5
orth050,4,0.6
orth050,5,0.57
orth050,6,0.63
orth050,7,0.58
orth051,1,1.78
orth051,2,3.1
orth051,3,3.3
orth051,4,3.35
orth051,5,2.8
orth051,6,1.34
orth052,1,2.4
orth052,2,2.2
orth052,3,2
orth052,4,1.32
orth052,5,1.4
orth052,6,1.4
orth052,7,1.94
orth052,8,1.08
orth054,1,1.94
orth054,2,1.54
orth054,3,2.6
orth054,4,1.2
orth054,5,1.48
orth054,6,1.74
orth054,7,1.78
orth054,8,1.68
orth054,9,1.5
orth054,10,0.76
orth054,11,1.46
orth054,12,1.92
orth054,13,1.44
orth054,14,1.78
orth054,15,2.55
orth054,16,1.54
orth054,17,1.78
orth054,18,1.8
orth054,19,1.66
orth054,20,2.3
orth055,1,1.99
orth055,2,1.57
orth055,3,1.88
orth055,4,1.66
orth055,5,1.68
orth055,6,1.7
orth056,1,0.79
orth056,2,1.13
orth057,1,1.28
orth057,2,1.56
orth057,3,1.5
orth058,1,0.6
orth058,2,0.94
orth058,3,0.73
orth058,4,0.67
orth058,5,0.66
orth058,6,0.47
orth058,7,0.63
orth059,1,3.5
orth059,2,3.9
orth060,1,3
orth060,2,4.1
orth061,1,1.86
orth062,1,1.19
orth063,1,1.86
orth064,1,3.5
orth064,2,3.9
orth064,3,3.05
orth065,1,2.6
orth065,2,2.7
orth065,3,2.9
orth065,4,2.4
orth066,1,2.2
orth066,2,1.8
orth066,3,1.68
orth066,4,2.25
orth066,5,3.5
orth066,6,1.8
orth066,7,2.83
orth066,8,1.96
orth067,1,1.4
orth067,2,1.7
orth068,1,2.4
orth068,2,1.7
orth068,3,1.86
orth069,1,2.85
orth070,1,1.02
orth070,2,0.82
orth070,3,0.7
orth071,1,1.74
orth071,2,2.5
orth071,3,2.22
orth071,4,1.4
orth071,5,1.63
orth071,6,2.6
orth071,7,2.2
orth071,8,2.2
orth071,9,1.96
orth071,10,1.84
orth072,1,1.01
orth072,2,3.1
orth073,1,3.7
orth073,2,3.5
orth073,3,3.7
orth073,4,4.8
orth074,1,2.3
orth074,2,2.1
orth074,3,2.95
orth074,4,1.75
orth074,5,3
orth074,6,1.7
orth074,7,1.56
orth074,8,2
orth074,9,1.72
orth074,10,1.92
orth074,11,1.28
orth074,12,2.1
orth075,1,1.26
orth075,2,1.28
orth076,1,1.08
orth076,2,0.75
orth076,3,0.77
orth076,4,0.56
orth077,1,0.81
orth078,1,1.44
orth079,1,1.4
orth079,2,1.68
orth079,3,1.62
orth079,4,1.28
orth079,5,2
orth079,6,1.76
orth079,7,3.05
orth080,1,4.75
orth080,2,4.4
orth080,3,5.4
orth081,1,1.14
orth082,1,1.08
orth082,2,0.81
orth082,3,0.6
orth082,4,0.87
orth083,1,0.75
orth083,2,0.83
orth083,3,0.7
orth084,1,2.83
orth085,1,0.54
orth086,1,1.24
orth086,2,1.36
orth087,1,0.44
orth087,2,0.83
orth088,1,0.52
orth088,2,0.5
orth089,1,3.8
orth089,2,3.3
orth090,1,1.22
orth090,2,1.48
orth091,1,3.6
orth092,1,2.8
orth093,1,1.6
orth094,1,1.32
orth095,1,1.02
