"morphotype" "no" "size" "scale" "scl" "notes" "NA" "nscl" "rsize"
"3391" "orth042" 13 3.3 "cm" 1 "" "orth" 1 3.3
"3392" "orth042" 14 2.85 "cm" 1 "" "orth" 1 2.85
"3393" "orth042" 14 2.9 "cm" 1 "" "orth" 1 2.9
"3394" "orth042" 15 3.8 "cm" 1 "" "orth" 1 3.8
"3395" "orth042" 16 3.5 "cm" 1 "" "orth" 1 3.5
"3396" "orth042" 17 3.8 "cm" 1 "" "orth" 1 3.8
"3397" "orth042" 18 3 "cm" 1 "" "orth" 1 3
"3398" "orth043" 1 1.26 "cm" 0.5 "" "orth" 20 0.063
"3399" "orth043" 2 1.26 "cm" 0.5 "" "orth" 20 0.063
"3400" "orth043" 3 1.18 "cm" 0.5 "" "orth" 20 0.059
"3401" "orth043" 4 1.22 "cm" 0.5 "" "orth" 20 0.061
"3402" "orth043" 5 1.42 "cm" 0.5 "" "orth" 20 0.071
"3403" "orth043" 6 1.24 "cm" 0.5 "" "orth" 20 0.062
"3404" "orth043" 7 1.24 "cm" 0.5 "" "orth" 20 0.062
"3405" "orth043" 8 1.16 "cm" 0.5 "" "orth" 20 0.058
"3406" "orth043" 9 1.36 "cm" 0.5 "" "orth" 20 0.068
"3407" "orth044" 1 1.6 "cm" 1 "" "orth" 1 1.6
"3408" "orth044" 2 1.62 "cm" 1 "" "orth" 1 1.62
"3409" "orth044" 3 1.58 "cm" 1 "" "orth" 1 1.58
"3410" "orth044" 4 1.06 "cm" 1 "" "orth" 1 1.06
"3411" "orth044" 5 1.54 "cm" 1 "" "orth" 1 1.54
"3412" "orth044" 6 0.92 "cm" 1 "" "orth" 1 0.92
"3413" "orth044" 7 0.89 "cm" 1 "" "orth" 1 0.89
"3414" "orth044" 8 1.72 "cm" 0.5 "" "orth" 20 0.086
"3415" "orth044" 9 1.2 "cm" 1 "" "orth" 1 1.2
"3416" "orth044" 10 1.34 "cm" 1 "" "orth" 1 1.34
"3417" "orth044" 11 1.76 "cm" 1 "" "orth" 1 1.76
"3418" "orth044" 12 1.12 "cm" 1 "" "orth" 1 1.12
"3419" "orth044" 13 1.8 "cm" 0.5 "" "orth" 20 0.09
"3420" "orth044" 14 1.46 "cm" 0.5 "" "orth" 20 0.073
"3421" "orth044" 15 1.88 "cm" 0.5 "" "orth" 20 0.094
"3422" "orth044" 16 1.02 "cm" 1 "" "orth" 1 1.02
"3423" "orth044" 17 1.32 "cm" 1 "" "orth" 1 1.32
"3424" "orth044" 18 1.7 "cm" 0.5 "" "orth" 20 0.085
"3425" "orth044" 19 1.56 "cm" 1 "" "orth" 1 1.56
"3426" "orth044" 20 1.46 "cm" 1 "" "orth" 1 1.46
"3427" "orth045" 1 0.81 "cm" 0.5 "" "orth" 20 0.0405
"3428" "orth045" 2 0.7 "cm" 0.5 "" "orth" 20 0.035
"3429" "orth045" 3 0.76 "cm" 0.5 "" "orth" 20 0.038
"3430" "orth045" 4 0.82 "cm" 0.5 "" "orth" 20 0.041
"3431" "orth045" 5 0.86 "cm" 0.5 "" "orth" 20 0.043
"3432" "orth045" 6 0.8 "cm" 0.5 "" "orth" 20 0.04
"3433" "orth045" 7 0.76 "cm" 0.5 "" "orth" 20 0.038
"3434" "orth045" 8 0.82 "cm" 0.5 "" "orth" 20 0.041
"3435" "orth046" 1 1.04 "cm" 1 "" "orth" 1 1.04
"3436" "orth046" 2 1 "cm" 1 "" "orth" 1 1
"3437" "orth046" 3 1.14 "cm" 0.5 "" "orth" 20 0.057
"3438" "orth046" 4 1.72 "cm" 0.5 "" "orth" 20 0.086
"3439" "orth046" 5 1.74 "cm" 0.5 "" "orth" 20 0.087
"3440" "orth047" 1 1.38 "cm" 1 "" "orth" 1 1.38
"3441" "orth048" 1 0.96 "cm" 0.5 "" "orth" 20 0.048
"3442" "orth048" 1 5.1 "cm" 1 "" "orth" 1 5.1
"3443" "orth048" 2 3.9 "cm" 1 "" "orth" 1 3.9
"3444" "orth049" 1 1.18 "cm" 0.5 "" "orth" 20 0.059
"3445" "orth049" 2 1.12 "cm" 0.5 "" "orth" 20 0.056
"3446" "orth049" 3 0.94 "cm" 0.5 "" "orth" 20 0.047
"3447" "orth049" 4 1.38 "cm" 0.5 "" "orth" 20 0.069
"3448" "orth049" 5 1.04 "cm" 0.5 "" "orth" 20 0.052
"3449" "orth049" 6 1.1 "cm" 0.5 "" "orth" 20 0.055
"3450" "orth049" 7 1.16 "cm" 0.5 "" "orth" 20 0.058
"3451" "orth049" 8 1.08 "cm" 0.5 "" "orth" 20 0.054
"3452" "orth049" 9 1.12 "cm" 1 "" "orth" 1 1.12
"3453" "orth050" 1 0.84 "cm" 0.5 "" "orth" 20 0.042
"3454" "orth050" 2 0.82 "cm" 0.5 "" "orth" 20 0.041
"3455" "orth050" 3 1 "cm" 0.5 "" "orth" 20 0.05
"3456" "orth050" 4 1.2 "cm" 1 "" "orth" 1 1.2
"3457" "orth050" 5 1.14 "cm" 0.5 "" "orth" 20 0.057
"3458" "orth050" 6 1.26 "cm" 0.5 "" "orth" 20 0.063
"3459" "orth050" 7 1.16 "cm" 0.5 "" "orth" 20 0.058
"3460" "orth051" 1 1.78 "cm" 1 "" "orth" 1 1.78
"3461" "orth051" 2 3.1 "cm" 1 "" "orth" 1 3.1
"3462" "orth051" 3 3.3 "cm" 1 "" "orth" 1 3.3
"3463" "orth051" 4 3.35 "cm" 1 "" "orth" 1 3.35
"3464" "orth051" 5 2.8 "cm" 1 "" "orth" 1 2.8
"3465" "orth051" 6 1.34 "cm" 1 "" "orth" 1 1.34
"3466" "orth052" 1 2.4 "cm" 1 "" "orth" 1 2.4
"3467" "orth052" 2 2.2 "cm" 1 "" "orth" 1 2.2
"3468" "orth052" 3 2 "cm" 1 "" "orth" 1 2
"3469" "orth052" 4 1.32 "cm" 1 "" "orth" 1 1.32
"3470" "orth052" 5 1.4 "cm" 1 "" "orth" 1 1.4
"3471" "orth052" 6 1.4 "cm" 1 "" "orth" 1 1.4
"3472" "orth052" 7 1.94 "cm" 1 "" "orth" 1 1.94
"3473" "orth052" 8 1.08 "cm" 1 "" "orth" 1 1.08
"3474" "orth054" 1 1.94 "cm" 1 "" "orth" 1 1.94
"3475" "orth054" 2 1.54 "cm" 1 "" "orth" 1 1.54
"3476" "orth054" 3 2.6 "cm" 1 "" "orth" 1 2.6
"3477" "orth054" 4 1.2 "cm" 1 "" "orth" 1 1.2
"3478" "orth054" 5 1.48 "cm" 1 "" "orth" 1 1.48
"3479" "orth054" 6 1.74 "cm" 1 "" "orth" 1 1.74
"3480" "orth054" 7 1.78 "cm" 1 "" "orth" 1 1.78
"3481" "orth054" 8 1.68 "cm" 1 "" "orth" 1 1.68
"3482" "orth054" 9 1.5 "cm" 1 "" "orth" 1 1.5
"3483" "orth054" 10 0.76 "cm" 1 "" "orth" 1 0.76
"3484" "orth054" 11 1.46 "cm" 1 "" "orth" 1 1.46
"3485" "orth054" 12 1.92 "cm" 1 "" "orth" 1 1.92
"3486" "orth054" 13 1.44 "cm" 1 "" "orth" 1 1.44
"3487" "orth054" 14 1.78 "cm" 1 "" "orth" 1 1.78
"3488" "orth054" 15 2.55 "cm" 1 "" "orth" 1 2.55
"3489" "orth054" 16 1.54 "cm" 1 "" "orth" 1 1.54
"3490" "orth054" 17 1.78 "cm" 1 "" "orth" 1 1.78
"3491" "orth054" 18 1.8 "cm" 1 "" "orth" 1 1.8
"3492" "orth054" 19 1.66 "cm" 1 "" "orth" 1 1.66
"3493" "orth054" 20 2.3 "cm" 1 "" "orth" 1 2.3
"3494" "orth055" 1 1.99 "cm" 1 "" "orth" 1 1.99
"3495" "orth055" 2 1.57 "cm" 1 "" "orth" 1 1.57
"3496" "orth055" 3 1.88 "cm" 1 "" "orth" 1 1.88
"3497" "orth055" 4 1.66 "cm" 1 "" "orth" 1 1.66
"3498" "orth055" 5 1.68 "cm" 1 "" "orth" 1 1.68
"3499" "orth055" 6 1.7 "cm" 1 "" "orth" 1 1.7
"3500" "orth056" 1 1.58 "cm" 0.5 "" "orth" 20 0.079
"3501" "orth056" 2 1.13 "cm" 1 "" "orth" 1 1.13
"3502" "orth057" 1 1.28 "cm" 1 "" "orth" 1 1.28
"3503" "orth057" 2 1.56 "cm" 1 "" "orth" 1 1.56
"3504" "orth057" 3 1.5 "cm" 1 "" "orth" 1 1.5
"3505" "orth058" 1 1.2 "cm" 0.5 "" "orth" 20 0.06
"3506" "orth058" 2 1.88 "cm" 0.5 "" "orth" 20 0.094
"3507" "orth058" 3 1.46 "cm" 0.5 "" "orth" 20 0.073
"3508" "orth058" 4 1.34 "cm" 0.5 "" "orth" 20 0.067
"3509" "orth058" 5 1.32 "cm" 0.5 "" "orth" 20 0.066
"3510" "orth058" 6 0.94 "cm" 0.5 "" "orth" 20 0.047
"3511" "orth058" 7 1.26 "cm" 0.5 "" "orth" 20 0.063
"3512" "orth059" 1 3.5 "cm" 1 "" "orth" 1 3.5
"3513" "orth059" 2 3.9 "cm" 1 "" "orth" 1 3.9
"3514" "orth060" 1 3 "cm" 1 "" "orth" 1 3
"3515" "orth060" 2 4.1 "cm" 1 "" "orth" 1 4.1
"3516" "orth061" 1 1.86 "cm" 1 "" "orth" 1 1.86
"3517" "orth062" 1 1.19 "cm" 1 "" "orth" 1 1.19
"3518" "orth063" 1 1.86 "cm" 1 "" "orth" 1 1.86
"3519" "orth064" 1 3.5 "cm" 1 "" "orth" 1 3.5
"3520" "orth064" 2 3.9 "cm" 1 "" "orth" 1 3.9
"3521" "orth064" 3 3.05 "cm" 1 "" "orth" 1 3.05
"3522" "orth065" 1 2.6 "cm" 1 "" "orth" 1 2.6
"3523" "orth065" 2 2.7 "cm" 1 "" "orth" 1 2.7
"3524" "orth065" 3 2.9 "cm" 1 "" "orth" 1 2.9
"3525" "orth065" 4 2.4 "cm" 1 "" "orth" 1 2.4
"3526" "orth066" 1 2.2 "cm" 1 "" "orth" 1 2.2
"3527" "orth066" 2 1.8 "cm" 1 "" "orth" 1 1.8
"3528" "orth066" 3 1.68 "cm" 1 "" "orth" 1 1.68
"3529" "orth066" 4 2.25 "cm" 1 "" "orth" 1 2.25
"3530" "orth066" 5 3.5 "cm" 1 "" "orth" 1 3.5
"3531" "orth066" 6 1.8 "cm" 1 "" "orth" 1 1.8
"3532" "orth066" 7 2.83 "cm" 1 "" "orth" 1 2.83
"3533" "orth066" 8 1.96 "cm" 1 "" "orth" 1 1.96
"3534" "orth067" 1 1.4 "cm" 1 "" "orth" 1 1.4
"3535" "orth067" 2 1.7 "cm" 1 "" "orth" 1 1.7
"3536" "orth068" 1 2.4 "cm" 1 "" "orth" 1 2.4
"3537" "orth068" 2 1.7 "cm" 1 "" "orth" 1 1.7
"3538" "orth068" 3 1.86 "cm" 1 "" "orth" 1 1.86
"3539" "orth069" 1 2.85 "cm" 1 "" "orth" 1 2.85
"3540" "orth070" 1 1.02 "cm" 1 "" "orth" 1 1.02
"3541" "orth070" 2 1.64 "cm" 0.5 "" "orth" 20 0.082
"3542" "orth070" 3 1.4 "cm" 0.5 "" "orth" 20 0.07
"3543" "orth071" 1 1.74 "cm" 1 "" "orth" 1 1.74
"3544" "orth071" 2 2.5 "cm" 1 "" "orth" 1 2.5
"3545" "orth071" 3 2.22 "cm" 1 "" "orth" 1 2.22
"3546" "orth071" 4 1.4 "cm" 1 "" "orth" 1 1.4
"3547" "orth071" 5 1.63 "cm" 1 "" "orth" 1 1.63
"3548" "orth071" 6 2.6 "cm" 1 "" "orth" 1 2.6
"3549" "orth071" 7 2.2 "cm" 1 "" "orth" 1 2.2
"3550" "orth071" 8 2.2 "cm" 1 "" "orth" 1 2.2
"3551" "orth071" 9 1.96 "cm" 1 "" "orth" 1 1.96
"3552" "orth071" 10 1.84 "cm" 1 "" "orth" 1 1.84
"3553" "orth072" 1 1.01 "cm" 1 "" "orth" 1 1.01
"3554" "orth072" 2 3.1 "cm" 1 "" "orth" 1 3.1
"3555" "orth073" 1 3.7 "cm" 1 "" "orth" 1 3.7
"3556" "orth073" 2 3.5 "cm" 1 "" "orth" 1 3.5
"3557" "orth073" 3 3.7 "cm" 1 "" "orth" 1 3.7
"3558" "orth073" 4 4.8 "cm" 1 "" "orth" 1 4.8
"3559" "orth074" 1 2.3 "cm" 1 "" "orth" 1 2.3
"3560" "orth074" 2 2.1 "cm" 1 "" "orth" 1 2.1
"3561" "orth074" 3 2.95 "cm" 1 "" "orth" 1 2.95
"3562" "orth074" 4 1.75 "cm" 1 "" "orth" 1 1.75
"3563" "orth074" 5 3 "cm" 1 "" "orth" 1 3
"3564" "orth074" 6 1.7 "cm" 1 "" "orth" 1 1.7
"3565" "orth074" 7 1.56 "cm" 1 "" "orth" 1 1.56
"3566" "orth074" 8 2 "cm" 1 "" "orth" 1 2
"3567" "orth074" 9 1.72 "cm" 1 "" "orth" 1 1.72
"3568" "orth074" 10 1.92 "cm" 1 "" "orth" 1 1.92
"3569" "orth074" 11 1.28 "cm" 1 "" "orth" 1 1.28
"3570" "orth074" 12 2.1 "cm" 1 "" "orth" 1 2.1
"3571" "orth075" 1 1.26 "cm" 1 "" "orth" 1 1.26
"3572" "orth075" 2 1.28 "cm" 1 "" "orth" 1 1.28
"3573" "orth076" 1 1.08 "cm" 1 "" "orth" 1 1.08
"3574" "orth076" 2 1.5 "cm" 0.5 "" "orth" 20 0.075
"3575" "orth076" 3 1.54 "cm" 0.5 "" "orth" 20 0.077
"3576" "orth076" 4 1.12 "cm" 0.5 "" "orth" 20 0.056
"3577" "orth077" 1 1.62 "cm" 0.5 "" "orth" 20 0.081
"3578" "orth078" 1 1.44 "cm" 1 "" "orth" 1 1.44
"3579" "orth079" 1 1.4 "cm" 1 "" "orth" 1 1.4
"3580" "orth079" 2 1.68 "cm" 1 "" "orth" 1 1.68
"3581" "orth079" 3 1.62 "cm" 1 "" "orth" 1 1.62
"3582" "orth079" 4 1.28 "cm" 1 "" "orth" 1 1.28
"3583" "orth079" 5 2 "cm" 1 "" "orth" 1 2
"3584" "orth079" 6 1.76 "cm" 1 "" "orth" 1 1.76
"3585" "orth079" 7 3.05 "cm" 1 "" "orth" 1 3.05
"3586" "orth080" 1 4.75 "cm" 1 "" "orth" 1 4.75
"3587" "orth080" 2 4.4 "cm" 1 "" "orth" 1 4.4
"3588" "orth080" 3 5.4 "cm" 1 "" "orth" 1 5.4
"3589" "orth081" 1 1.14 "cm" 1 "" "orth" 1 1.14
"3590" "orth082" 1 1.08 "cm" 1 "" "orth" 1 1.08
"3591" "orth082" 2 1.62 "cm" 0.5 "" "orth" 20 0.081
"3592" "orth082" 3 1.2 "cm" 0.5 "" "orth" 20 0.06
"3593" "orth082" 4 1.74 "cm" 0.5 "" "orth" 20 0.087
"3594" "orth083" 1 1.5 "cm" 0.5 "" "orth" 20 0.075
"3595" "orth083" 2 1.66 "cm" 0.5 "" "orth" 20 0.083
"3596" "orth083" 3 1.4 "cm" 0.5 "" "orth" 20 0.07
"3597" "orth084" 1 2.83 "cm" 1 "" "orth" 1 2.83
"3598" "orth085" 1 1.08 "cm" 0.5 "" "orth" 20 0.054
"3599" "orth086" 1 1.24 "cm" 1 "" "orth" 1 1.24
"3600" "orth086" 2 1.36 "cm" 1 "" "orth" 1 1.36
"3601" "orth087" 1 0.88 "cm" 0.5 "" "orth" 20 0.044
"3602" "orth087" 2 1.66 "cm" 0.5 "" "orth" 20 0.083
"3603" "orth088" 1 1.04 "cm" 0.5 "" "orth" 20 0.052
"3604" "orth088" 2 1 "cm" 0.5 "" "orth" 20 0.05
"3605" "orth089" 1 3.8 "cm" 1 "" "orth" 1 3.8
"3606" "orth089" 2 3.3 "cm" 1 "" "orth" 1 3.3
"3607" "orth090" 1 1.22 "cm" 1 "" "orth" 1 1.22
"3608" "orth090" 2 1.48 "cm" 1 "" "orth" 1 1.48
"3609" "orth091" 1 3.6 "cm" 1 "" "orth" 1 3.6
"3610" "orth092" 1 2.8 "cm" 1 "" "orth" 1 2.8
"3611" "orth093" 1 1.6 "cm" 1 "" "orth" 1 1.6
"3612" "orth094" 1 1.32 "cm" 1 "" "orth" 1 1.32
"3613" "orth095" 1 1.02 "cm" 1 "" "orth" 1 1.02
"3614" "lepi001" 1 0.84 "cm" 0.5 "" "lepi" 20 0.042
"3615" "lepi001" 2 0.55 "cm" 1 "" "lepi" 1 0.55
"3616" "lepi002" 1 0.57 "cm" 1 "" "lepi" 1 0.57
"3617" "lepi002" 2 0.67 "cm" 1 "" "lepi" 1 0.67
"3618" "lepi003" 1 0.98 "cm" 1 "" "lepi" 1 0.98
"3619" "lepi003" 2 0.75 "cm" 2 "" "lepi" 2 0.375
"3620" "lepi003" 3 1.04 "cm" 1 "" "lepi" 1 1.04
"3621" "lepi003" 4 0.83 "cm" 2 "" "lepi" 2 0.415
"3622" "lepi004" 1 0.63 "cm" 2 "" "lepi" 2 0.315
"3623" "lepi004" 2 1 "cm" 1 "" "lepi" 1 1
"3624" "lepi004" 3 0.98 "cm" 1 "" "lepi" 1 0.98
"3625" "lepi004" 4 0.74 "cm" 1 "" "lepi" 1 0.74
"3626" "lepi004" 5 0.68 "cm" 2 "" "lepi" 2 0.34
"3627" "lepi004" 6 0.79 "cm" 2 "" "lepi" 2 0.395
"3628" "lepi004" 7 0.8 "cm" 2 "" "lepi" 2 0.4
"3629" "lepi004" 8 1 "cm" 1 "" "lepi" 1 1
"3630" "lepi004" 9 0.84 "cm" 1 "" "lepi" 1 0.84
"3631" "lepi004" 10 0.55 "cm" 1 "" "lepi" 1 0.55
"3632" "lepi004" 11 0.43 "cm" 1 "" "lepi" 1 0.43
"3633" "lepi004" 12 0.7 "cm" 1 "" "lepi" 1 0.7
"3634" "lepi004" 13 0.95 "cm" 1 "" "lepi" 1 0.95
"3635" "lepi004" 14 0.96 "cm" 1 "" "lepi" 1 0.96
"3636" "lepi004" 15 1.1 "cm" 1 "" "lepi" 1 1.1
"3637" "lepi004" 16 0.68 "cm" 1 "" "lepi" 1 0.68
"3638" "lepi004" 17 0.72 "cm" 1 "" "lepi" 1 0.72
"3639" "lepi004" 18 0.57 "cm" 1 "" "lepi" 1 0.57
"3640" "lepi004" 19 0.86 "cm" 1 "" "lepi" 1 0.86
"3641" "lepi004" 20 0.59 "cm" 1 "" "lepi" 1 0.59
"3642" "lepi005" 1 0.95 "cm" 2 "" "lepi" 2 0.475
"3643" "lepi005" 2 0.74 "cm" 1 "" "lepi" 1 0.74
"3644" "lepi005" 3 1 "cm" 1 "" "lepi" 1 1
"3645" "lepi005" 4 0.5 "cm" 1 "" "lepi" 1 0.5
"3646" "lepi005" 5 1 "cm" 2 "" "lepi" 2 0.5
"3647" "lepi005" 6 1.05 "cm" 2 "" "lepi" 2 0.525
"3648" "lepi005" 7 0.98 "cm" 2 "" "lepi" 2 0.49
"3649" "lepi005" 8 0.77 "cm" 2 "" "lepi" 2 0.385
"3650" "lepi005" 9 0.82 "cm" 2 "" "lepi" 2 0.41
"3651" "lepi005" 10 1.05 "cm" 2 "" "lepi" 2 0.525
"3652" "lepi005" 11 0.95 "cm" 2 "" "lepi" 2 0.475
"3653" "lepi005" 12 0.85 "cm" 2 "" "lepi" 2 0.425
"3654" "lepi005" 13 0.9 "cm" 1 "" "lepi" 1 0.9
"3655" "lepi005" 14 1.05 "cm" 2 "" "lepi" 2 0.525
"3656" "lepi005" 15 0.65 "cm" 2 "" "lepi" 2 0.325
"3657" "lepi005" 16 0.65 "cm" 2 "" "lepi" 2 0.325
"3658" "lepi005" 17 0.89 "cm" 2 "" "lepi" 2 0.445
"3659" "lepi005" 18 0.59 "cm" 2 "" "lepi" 2 0.295
"3660" "lepi005" 19 0.61 "cm" 2 "" "lepi" 2 0.305
"3661" "lepi005" 20 0.85 "cm" 1 "" "lepi" 1 0.85
"3662" "lepi006" 1 4.2 "cm" 1 "" "lepi" 1 4.2
"3663" "lepi006" 2 0.72 "cm" 2 "" "lepi" 2 0.36
"3664" "lepi007" 1 0.76 "cm" 2 "" "lepi" 2 0.38
"3665" "lepi007" 2 0.9 "cm" 2 "" "lepi" 2 0.45
"3666" "lepi007" 3 0.52 "cm" 2 "" "lepi" 2 0.26
"3667" "lepi007" 4 0.6 "cm" 2 "" "lepi" 2 0.3
"3668" "lepi007" 5 0.68 "cm" 2 "" "lepi" 2 0.34
"3669" "lepi007" 6 0.9 "cm" 1 "" "lepi" 1 0.9
"3670" "lepi007" 7 0.58 "cm" 2 "" "lepi" 2 0.29
"3671" "lepi007" 8 0.58 "cm" 2 "" "lepi" 2 0.29
"3672" "lepi007" 9 0.54 "cm" 2 "" "lepi" 2 0.27
"3673" "lepi007" 10 0.56 "cm" 2 "" "lepi" 2 0.28
"3674" "lepi007" 11 0.75 "cm" 2 "" "lepi" 2 0.375
"3675" "lepi007" 12 0.82 "cm" 1 "" "lepi" 1 0.82
"3676" "lepi007" 13 0.68 "cm" 2 "" "lepi" 2 0.34
"3677" "lepi007" 14 0.57 "cm" 2 "" "lepi" 2 0.285
"3678" "lepi007" 15 0.89 "cm" 2 "" "lepi" 2 0.445
"3679" "lepi007" 16 0.91 "cm" 2 "" "lepi" 2 0.455
"3680" "lepi007" 17 1.01 "cm" 2 "" "lepi" 2 0.505
"3681" "lepi007" 18 0.88 "cm" 2 "" "lepi" 2 0.44
"3682" "lepi007" 19 0.75 "cm" 2 "" "lepi" 2 0.375
"3683" "lepi007" 20 0.76 "cm" 2 "" "lepi" 2 0.38
"3684" "lepi008" 1 0.69 "cm" 2 "" "lepi" 2 0.345
"3685" "lepi008" 2 0.6 "cm" 2 "" "lepi" 2 0.3
"3686" "lepi008" 3 0.75 "cm" 1 "" "lepi" 1 0.75
"3687" "lepi008" 4 0.7 "cm" 1 "" "lepi" 1 0.7
"3688" "lepi008" 5 0.83 "cm" 1 "" "lepi" 1 0.83
"3689" "lepi008" 6 0.6 "cm" 1 "" "lepi" 1 0.6
"3690" "lepi008" 7 0.56 "cm" 2 "" "lepi" 2 0.28
"3691" "lepi008" 8 0.75 "cm" 2 "" "lepi" 2 0.375
"3692" "lepi008" 9 0.78 "cm" 2 "" "lepi" 2 0.39
"3693" "lepi008" 10 0.61 "cm" 2 "" "lepi" 2 0.305
"3694" "lepi008" 11 0.96 "cm" 2 "" "lepi" 2 0.48
"3695" "lepi008" 12 0.83 "cm" 2 "" "lepi" 2 0.415
"3696" "lepi008" 13 2.1 "cm" 1 "" "lepi" 1 2.1
"3697" "lepi008" 14 0.79 "cm" 2 "" "lepi" 2 0.395
"3698" "lepi008" 15 0.78 "cm" 2 "" "lepi" 2 0.39
"3699" "lepi008" 16 0.66 "cm" 1 "" "lepi" 1 0.66
"3700" "lepi008" 17 0.81 "cm" 1 "" "lepi" 1 0.81
"3701" "lepi008" 18 0.79 "cm" 1 "" "lepi" 1 0.79
"3702" "lepi008" 19 1.05 "cm" 1 "" "lepi" 1 1.05
"3703" "lepi008" 20 0.85 "cm" 1 "" "lepi" 1 0.85
"3704" "lepi009" 1 3.6 "cm" 1 "" "lepi" 1 3.6
"3705" "lepi009" 2 3 "cm" 1 "" "lepi" 1 3
"3706" "lepi009" 3 2.2 "cm" 1 "" "lepi" 1 2.2
"3707" "lepi009" 4 2.3 "cm" 1 "" "lepi" 1 2.3
"3708" "lepi009" 5 1.7 "cm" 1 "" "lepi" 1 1.7
"3709" "lepi009" 6 2.2 "cm" 1 "" "lepi" 1 2.2
"3710" "lepi009" 7 2.4 "cm" 1 "" "lepi" 1 2.4
"3711" "lepi009" 8 1.5 "cm" 1 "" "lepi" 1 1.5
"3712" "lepi009" 9 2.4 "cm" 1 "" "lepi" 1 2.4
"3713" "lepi009" 10 2.2 "cm" 1 "" "lepi" 1 2.2
"3714" "lepi009" 11 1.5 "cm" 1 "" "lepi" 1 1.5
"3715" "lepi009" 12 2.3 "cm" 1 "" "lepi" 1 2.3
"3716" "lepi009" 13 2.5 "cm" 1 "" "lepi" 1 2.5
"3717" "lepi009" 14 2.2 "cm" 1 "" "lepi" 1 2.2
"3718" "lepi009" 15 2.1 "cm" 1 "" "lepi" 1 2.1
"3719" "lepi009" 16 1.5 "cm" 1 "" "lepi" 1 1.5
"3720" "lepi009" 17 1.4 "cm" 1 "" "lepi" 1 1.4
"3721" "lepi009" 18 1.8 "cm" 1 "" "lepi" 1 1.8
"3722" "lepi009" 19 2.6 "cm" 1 "" "lepi" 1 2.6
"3723" "lepi009" 20 1.9 "cm" 1 "" "lepi" 1 1.9
"3724" "lepi010" 1 0.9 "cm" 2 "" "lepi" 2 0.45
"3725" "lepi010" 2 0.54 "cm" 2 "" "lepi" 2 0.27
"3726" "lepi010" 3 0.75 "cm" 2 "" "lepi" 2 0.375
"3727" "lepi010" 4 0.89 "cm" 2 "" "lepi" 2 0.445
"3728" "lepi010" 5 0.72 "cm" 2 "" "lepi" 2 0.36
"3729" "lepi010" 6 0.6 "cm" 2 "" "lepi" 2 0.3
"3730" "lepi010" 7 0.67 "cm" 2 "" "lepi" 2 0.335
"3731" "lepi010" 8 2.1 "cm" 1 "" "lepi" 1 2.1
"3732" "lepi010" 9 1 "cm" 1 "" "lepi" 1 1
"3733" "lepi010" 10 1 "cm" 1 "" "lepi" 1 1
"3734" "lepi010" 11 0.9 "cm" 1 "" "lepi" 1 0.9
"3735" "lepi010" 12 2.1 "cm" 1 "" "lepi" 1 2.1
"3736" "lepi010" 13 1.8 "cm" 1 "" "lepi" 1 1.8
"3737" "lepi010" 14 0.58 "cm" 2 "" "lepi" 2 0.29
"3738" "lepi010" 15 1.7 "cm" 1 "" "lepi" 1 1.7
"3739" "lepi010" 16 1.7 "cm" 1 "" "lepi" 1 1.7
"3740" "lepi010" 17 0.65 "cm" 2 "" "lepi" 2 0.325
"3741" "lepi010" 18 0.55 "cm" 2 "" "lepi" 2 0.275
"3742" "lepi010" 19 0.83 "cm" 2 "" "lepi" 2 0.415
"3743" "lepi011" 1 2.5 "cm" 1 "" "lepi" 1 2.5
"3744" "lepi011" 2 2 "cm" 1 "" "lepi" 1 2
"3745" "lepi011" 3 1.9 "cm" 1 "" "lepi" 1 1.9
"3746" "lepi011" 4 2.1 "cm" 1 "" "lepi" 1 2.1
"3747" "lepi011" 5 0.83 "cm" 2 "" "lepi" 2 0.415
"3748" "lepi011" 6 0.92 "cm" 2 "" "lepi" 2 0.46
"3749" "lepi011" 7 2.2 "cm" 1 "" "lepi" 1 2.2
"3750" "lepi011" 8 0.75 "cm" 1 "" "lepi" 1 0.75
"3751" "lepi011" 9 0.8 "cm" 1 "" "lepi" 1 0.8
"3752" "lepi011" 10 0.87 "cm" 2 "" "lepi" 2 0.435
"3753" "lepi011" 11 0.62 "cm" 1 "" "lepi" 1 0.62
"3754" "lepi011" 12 0.84 "cm" 1 "" "lepi" 1 0.84
"3755" "lepi011" 13 0.95 "cm" 2 "" "lepi" 2 0.475
"3756" "lepi011" 14 0.61 "cm" 2 "" "lepi" 2 0.305
"3757" "lepi011" 15 0.45 "cm" 2 "" "lepi" 2 0.225
"3758" "lepi011" 16 0.55 "cm" 2 "" "lepi" 2 0.275
"3759" "lepi011" 17 0.74 "cm" 2 "" "lepi" 2 0.37
"3760" "lepi011" 18 0.82 "cm" 1 "" "lepi" 1 0.82
"3761" "lepi011" 19 0.64 "cm" 1 "" "lepi" 1 0.64
"3762" "lepi011" 20 0.56 "cm" 2 "" "lepi" 2 0.28
"3763" "lepi012" 1 0.78 "cm" 2 "" "lepi" 2 0.39
"3764" "lepi012" 2 2.1 "cm" 1 "" "lepi" 1 2.1
"3765" "lepi012" 3 3.9 "cm" 1 "" "lepi" 1 3.9
"3766" "lepi012" 4 1.9 "cm" 1 "" "lepi" 1 1.9
"3767" "lepi014" 1 0.89 "cm" 2 "" "lepi" 2 0.445
