"morph" "nospec" "r_cm_size"
"2617" "lepi050" 12 1.22
"2618" "lepi050" 13 4.7
"2619" "lepi050" 14 2.8
"2620" "lepi050" 15 1.46
"2621" "lepi050" 16 1.56
"2622" "lepi050" 17 1.36
"2623" "lepi050" 18 1.28
"2624" "lepi051" 1 1.82
"2625" "lepi051" 2 2
"2626" "lepi051" 3 1.3
"2627" "lepi051" 4 1.14
"2628" "lepi051" 5 1.7
"2629" "lepi052" 1 1.18
"2630" "lepi052" 2 0.64
"2631" "lepi052" 3 0.72
"2632" "lepi052" 4 0.96
"2633" "lepi052" 5 1.12
"2634" "lepi052" 6 1.16
"2635" "lepi052" 7 1.04
"2636" "lepi052" 8 0.76
"2637" "lepi052" 9 0.9
"2638" "lepi052" 10 0.96
"2639" "lepi053" 1 1.72
"2640" "lepi054" 1 1.44
"2641" "lepi055" 1 1.48
"2642" "lepi055" 2 1.44
"2643" "lepi055" 3 1.26
"2644" "lepi056" 1 1.5
"2645" "lepi056" 2 1.64
"2646" "lepi056" 3 1.04
"2647" "lepi057" 1 1.28
"2648" "lepi058" 1 0.96
"2649" "lepi059" 1 3.5
"2650" "lepi059" 2 2.1
"2651" "lepi059" 3 2.9
"2652" "lepi060" 1 2.45
"2653" "lepi060" 2 2.9
"2654" "lepi060" 3 2.6
"2655" "lepi061" 1 1.44
"2656" "lepi061" 2 1.44
"2657" "lepi061" 3 1.4
"2658" "lepi061" 4 1.42
"2659" "lepi061" 5 1.36
"2660" "lepi061" 6 1
"2661" "lepi061" 7 1.04
"2662" "lepi061" 8 1.16
"2663" "lepi061" 9 1.44
"2664" "lepi061" 10 1.42
"2665" "lepi061" 11 1.46
"2666" "lepi061" 12 1.08
"2667" "lepi061" 13 1.72
"2668" "lepi061" 14 1.16
"2669" "lepi061" 15 1.04
"2670" "lepi062" 1 0.74
"2671" "lepi063" 1 1.08
"2672" "lepi064" 1 2.45
"2673" "lepi064" 2 3.05
"2674" "lepi065" 1 1.36
"2675" "lepi066" 1 0.94
"2676" "lepi067" 1 1.1
"2677" "lepi068" 1 0.72
"2678" "lepi069" 1 0.9
"2679" "lepi069" 2 0.82
"2680" "lepi069" 3 0.76
"2681" "lepi069" 4 1
"2682" "lepi069" 5 0.9
"2683" "lepi069" 6 1.14
"2684" "lepi069" 7 1.06
"2685" "lepi069" 8 0.82
"2686" "lepi069" 9 1.06
"2687" "lepi069" 10 0.84
"2688" "lepi069" 11 0.86
"2689" "lepi069" 12 0.84
"2690" "lepi069" 13 1.04
"2691" "lepi069" 14 1
"2692" "lepi069" 15 0.78
"2693" "lepi069" 16 0.86
"2694" "lepi069" 17 1
"2695" "lepi069" 18 0.86
"2696" "lepi070" 1 1.44
"2697" "lepi070" 2 1.42
"2698" "lepi070" 3 1.22
"2699" "lepi070" 4 1.44
"2700" "lepi070" 5 1.54
"2701" "lepi070" 6 1.26
"2702" "lepi070" 7 1.2
"2703" "lepi070" 8 1.5
"2704" "lepi070" 9 1.4
"2705" "lepi070" 10 1.3
"2706" "lepi070" 11 1.36
"2707" "lepi070" 12 1.42
"2708" "lepi070" 13 1.52
"2709" "lepi070" 14 1.42
"2710" "lepi070" 15 1.58
"2711" "lepi070" 16 1.54
"2712" "lepi070" 17 1.28
"2713" "lepi070" 18 1.6
"2714" "lepi070" 19 1.24
"2715" "lepi070" 20 1.38
"2716" "lepi071" 1 0.9
"2717" "lepi072" 1 0.73
"2718" "lepi072" 2 0.82
"2719" "lepi072" 3 0.85
"2720" "lepi072" 4 0.77
"2721" "lepi072" 5 0.4
"2722" "lepi073" 1 0.31
"2723" "lepi073" 2 0.48
"2724" "lepi074" 1 0.69
"2725" "lepi075" 1 4
"2726" "lepi077" 1 2
"2727" "lepi078" 1 0.82
"2728" "lepi079" 1 0.84
"2729" "lepi079" 2 0.76
"2730" "lepi079" 3 0.88
"2731" "lepi079" 4 1
"2732" "lepi079" 5 0.62
"2733" "lepi079" 6 1.08
"2734" "lepi079" 7 0.98
"2735" "lepi079" 8 1.24
"2736" "lepi079" 9 0.9
"2737" "lepi079" 10 1.12
"2738" "lepi079" 11 0.56
"2739" "lepi079" 12 1.18
"2740" "lepi079" 13 0.94
"2741" "lepi079" 14 1.04
"2742" "lepi079" 15 1
"2743" "lepi079" 16 0.72
"2744" "lepi079" 17 1
"2745" "lepi079" 18 1.06
"2746" "lepi079" 19 1.14
"2747" "lepi079" 20 1.16
"2748" "lepi080" 1 0.88
"2749" "lepi080" 2 0.92
"2750" "lepi081" 1 3.6
"2751" "lepi081" 2 3.6
"2752" "lepi082" 1 4.6
"2753" "lepi083" 1 2.2
"2754" "lepi084" 1 1.48
"2755" "lepi084" 2 0.71
"2756" "lepi085" 1 0.81
"2757" "lepi086" 1 2.15
"2758" "lepi086" 2 2.15
"2759" "lepi086" 3 2.1
"2760" "lepi086" 4 1.54
"2761" "lepi086" 5 0.6
"2762" "lepi086" 6 1.74
"2763" "lepi086" 7 1.68
"2764" "lepi086" 8 1.8
"2765" "lepi086" 9 1.84
"2766" "lepi086" 10 1.68
"2767" "lepi087" 1 3.9
"2768" "lepi088" 1 1.78
"2769" "lepi088" 2 2.45
"2770" "lepi088" 3 3
"2771" "lepi088" 4 3.4
"2772" "lepi088" 5 4.2
"2773" "lepi088" 6 2.8
"2774" "lepi088" 7 3.2
"2775" "lepi088" 8 1.84
"2776" "lepi088" 9 1.76
"2777" "lepi088" 10 1.44
"2778" "lepi088" 11 1.36
"2779" "lepi088" 12 2.3
"2780" "lepi088" 13 2.85
"2781" "lepi089" 1 1.84
"2782" "lepi089" 2 1.9
"2783" "lepi089" 3 2.3
"2784" "lepi089" 4 2.25
"2785" "lepi089" 5 2.3
"2786" "lepi089" 6 1.9
"2787" "lepi089" 7 2.1
"2788" "lepi089" 8 1.68
"2789" "lepi089" 9 2.1
"2790" "lepi089" 10 2.1
"2791" "lepi089" 11 2.3
"2792" "lepi089" 12 2.3
"2793" "lepi089" 13 2.4
"2794" "lepi089" 14 2.1
"2795" "lepi089" 15 0.96
"2796" "lepi089" 16 2.1
"2797" "lepi089" 17 1.94
"2798" "lepi089" 18 4.1
"2799" "lepi089" 19 1.9
"2800" "lepi089" 20 6.2
"2801" "lepi090" 1 0.78
"2802" "lepi091" 1 0.44
"2803" "lepi092" 1 0.66
"2804" "lepi093" 1 1.58
"2805" "lepi093" 2 1.8
"2806" "lepi093" 3 1.62
"2807" "lepi093" 4 1.8
"2808" "lepi093" 5 1.4
"2809" "lepi093" 6 1.64
"2810" "lepi094" 1 3.6
"2811" "lepi094" 2 0.76
"2812" "lepi094" 3 0.9
"2813" "lepi094" 4 2.55
"2814" "lepi095" 1 7.3
"2815" "lepi096" 1 3.3
"2816" "lepi096" 2 4.5
"2817" "lepi097" 1 1.7
"2818" "lepi097" 2 1.76
"2819" "lepi097" 3 1.88
"2820" "lepi097" 4 1.5
"2821" "lepi097" 5 1.28
"2822" "lepi097" 6 1.6
"2823" "lepi097" 7 2.2
"2824" "lepi097" 8 1.78
"2825" "lepi097" 9 1.32
"2826" "lepi098" 1 2.75
"2827" "lepi099" 1 0.98
"2828" "lepi100" 1 0.98
"2829" "lepi101" 1 1.04
"2830" "lepi102" 1 1.26
"2831" "lepi102" 2 1.54
"2832" "lepi103" 1 2.8
"2833" "lepi103" 2 2.5
"2834" "lepi103" 3 1.74
"2835" "lepi103" 4 1.82
"2836" "lepi104" 1 1.54
"2837" "lepi105" 1 1.08
"2838" "lepi106" 1 3.3
"2839" "lepi106" 2 3.2
"2840" "lepi106" 3 3.4
"2841" "lepi106" 4 2.6
"2842" "lepi106" 5 2.9
"2843" "lepi106" 6 2.8
"2844" "lepi106" 7 3.8
"2845" "lepi107" 1 1.44
"2846" "lepi108" 1 1.04
"2847" "lepi109" 1 1.02
"2848" "lepi110" 1 2.2
"2849" "lepi111" 1 1.24
"2850" "lepi113" 1 2.5
"2851" "lepi113" 2 2.8
"2852" "lepi114" 1 1.82
"2853" "lepi114" 2 2
"2854" "lepi114" 3 1.8
"2855" "lepi115" 1 2.5
"2856" "lepi116" 1 0.415
"2857" "lepi116" 2 0.42
"2858" "lepi116" 3 0.44
"2859" "lepi116" 4 0.405
"2860" "lepi116" 5 0.395
"2861" "lepi116" 6 0.385
"2862" "lepi116" 7 0.43
"2863" "lepi116" 8 0.425
"2864" "lepi116" 9 0.43
"2865" "lepi116" 10 0.435
"2866" "lepi117" 1 1.94
"2867" "cole001" 1 0.54
"2868" "cole001" 2 0.55
"2869" "cole001" 3 0.52
"2870" "cole001" 4 0.65
"2871" "cole001" 5 0.57
"2872" "cole001" 6 0.58
"2873" "cole001" 7 0.56
"2874" "cole001" 8 0.55
"2875" "cole001" 9 0.58
"2876" "cole001" 10 0.6
"2877" "cole001" 11 0.55
"2878" "cole001" 12 0.57
"2879" "cole001" 13 0.61
"2880" "cole001" 14 0.64
"2881" "cole001" 15 0.65
"2882" "cole001" 16 0.5
"2883" "cole001" 17 0.64
"2884" "cole001" 18 0.59
"2885" "cole001" 19 0.54
"2886" "cole001" 20 0.52
"2887" "cole002" 1 0.86
"2888" "cole002" 2 0.9
"2889" "cole002" 3 0.78
"2890" "cole002" 4 0.85
"2891" "cole002" 5 0.85
"2892" "cole002" 6 0.85
"2893" "cole002" 7 0.81
"2894" "cole002" 8 0.97
"2895" "cole002" 9 0.89
"2896" "cole002" 10 0.85
"2897" "cole002" 11 0.86
"2898" "cole002" 12 0.93
"2899" "cole002" 13 0.95
"2900" "cole002" 14 0.89
"2901" "cole002" 15 0.77
"2902" "cole002" 16 0.88
"2903" "cole002" 17 0.91
"2904" "cole002" 18 0.79
"2905" "cole002" 19 0.82
"2906" "cole002" 20 0.82
"2907" "cole003" 1 0.5
"2908" "cole003" 2 0.45
"2909" "cole003" 3 0.56
"2910" "cole003" 4 0.5
"2911" "cole003" 5 0.49
"2912" "cole003" 6 0.51
"2913" "cole003" 7 0.48
"2914" "cole003" 8 0.55
"2915" "cole003" 9 0.49
"2916" "cole003" 10 0.53
"2917" "cole003" 11 0.49
"2918" "cole003" 12 0.56
"2919" "cole003" 13 0.53
"2920" "cole003" 14 0.44
"2921" "cole003" 15 0.45
"2922" "cole003" 16 0.47
"2923" "cole003" 17 0.56
"2924" "cole003" 18 0.5
"2925" "cole003" 19 0.49
"2926" "cole003" 20 0.51
"2927" "cole005" 1 0.4
"2928" "cole005" 2 0.34
"2929" "cole005" 3 0.34
"2930" "cole005" 4 0.32
"2931" "cole005" 5 0.32
"2932" "cole005" 6 0.36
"2933" "cole005" 7 0.38
"2934" "cole005" 8 0.32
"2935" "cole005" 9 0.34
"2936" "cole005" 10 0.38
"2937" "cole005" 11 0.29
"2938" "cole005" 12 0.3
"2939" "cole005" 13 0.32
"2940" "cole005" 14 0.34
"2941" "cole005" 15 0.34
"2942" "cole005" 16 0.34
"2943" "cole005" 17 0.38
"2944" "cole005" 18 0.4
"2945" "cole005" 19 0.34
"2946" "cole005" 20 0.3
"2947" "cole006" 1 0.32
"2948" "cole006" 2 0.33
"2949" "cole007" 1 1.11
"2950" "cole007" 2 0.9
"2951" "cole007" 3 1.12
"2952" "cole007" 4 1.34
"2953" "cole007" 5 0.88
"2954" "cole007" 6 1.2
"2955" "cole007" 7 0.96
"2956" "cole007" 8 1.09
"2957" "cole007" 9 1.02
"2958" "cole007" 10 0.92
"2959" "cole007" 11 0.96
"2960" "cole008" 1 0.74
"2961" "cole008" 2 0.89
"2962" "cole008" 3 0.82
"2963" "cole008" 4 1.14
"2964" "cole008" 5 0.68
"2965" "cole008" 6 0.84
"2966" "cole008" 7 0.82
"2967" "cole008" 8 0.91
"2968" "cole008" 9 0.9
"2969" "cole008" 10 0.74
"2970" "cole008" 11 0.7
"2971" "cole008" 12 0.86
"2972" "cole008" 13 0.81
"2973" "cole008" 14 0.69
"2974" "cole008" 15 0.61
"2975" "cole008" 16 0.59
"2976" "cole008" 17 0.8
"2977" "cole008" 18 0.98
"2978" "cole008" 19 0.7
"2979" "cole008" 20 1.02
"2980" "cole009" 1 1.02
"2981" "cole009" 2 0.87
"2982" "cole009" 3 0.81
"2983" "cole009" 4 1
"2984" "cole009" 5 0.84
"2985" "cole009" 6 0.85
"2986" "cole009" 7 0.82
"2987" "cole009" 8 0.8
"2988" "cole009" 9 0.98
"2989" "cole009" 10 0.95
"2990" "cole009" 11 0.89
"2991" "cole009" 12 0.78
"2992" "cole009" 13 0.95
"2993" "cole009" 14 0.98
"2994" "cole009" 15 0.81
"2995" "cole009" 16 1
"2996" "cole009" 17 1.04
"2997" "cole009" 18 0.83
"2998" "cole009" 19 0.99
"2999" "cole009" 20 0.89
"3000" "cole010" 1 0.47
"3001" "cole010" 2 0.57
"3002" "cole010" 3 0.65
"3003" "cole010" 4 0.6
"3004" "cole010" 5 0.83
"3005" "cole010" 6 0.85
"3006" "cole010" 7 0.87
"3007" "cole010" 8 0.56
"3008" "cole011" 1 0.63
"3009" "cole011" 2 0.6
"3010" "cole011" 3 0.55
"3011" "cole011" 4 0.53
"3012" "cole012" 1 1.08
"3013" "cole012" 2 1
"3014" "cole012" 3 1.04
"3015" "cole012" 4 0.74
"3016" "cole012" 5 0.96
"3017" "cole012" 6 1.04
"3018" "cole012" 7 0.82
"3019" "cole012" 8 1.01
"3020" "cole012" 9 0.88
"3021" "cole012" 10 0.77
"3022" "cole012" 11 1.04
"3023" "cole012" 12 1.04
"3024" "cole012" 13 0.94
"3025" "cole012" 14 1.1
"3026" "cole012" 15 0.96
"3027" "cole013" 1 0.78
"3028" "cole013" 2 0.75
"3029" "cole013" 3 0.77
"3030" "cole013" 4 0.74
"3031" "cole013" 5 0.73
"3032" "cole013" 6 0.72
"3033" "cole013" 7 0.84
"3034" "cole013" 8 0.59
"3035" "cole013" 9 0.72
"3036" "cole013" 10 0.73
"3037" "cole013" 11 0.75
"3038" "cole013" 12 0.73
"3039" "cole013" 13 1.08
"3040" "cole013" 14 0.75
"3041" "cole013" 15 0.86
"3042" "cole013" 16 0.83
"3043" "cole013" 17 0.61
"3044" "cole013" 18 0.67
"3045" "cole013" 19 0.64
"3046" "cole013" 20 1.01
"3047" "cole014" 1 1.46
"3048" "cole014" 2 1.4
"3049" "cole015" 1 0.95
"3050" "cole015" 2 0.92
"3051" "cole015" 3 0.88
"3052" "cole015" 4 1.02
"3053" "cole015" 5 0.84
"3054" "cole015" 6 1.02
"3055" "cole015" 7 1.08
"3056" "cole015" 8 1.06
"3057" "cole015" 9 0.67
"3058" "cole015" 10 0.91
"3059" "cole015" 11 0.93
"3060" "cole015" 12 0.96
"3061" "cole015" 13 0.83
"3062" "cole015" 14 0.97
"3063" "cole015" 15 0.87
"3064" "cole015" 16 1.08
"3065" "cole015" 17 0.79
"3066" "cole015" 18 1.04
"3067" "cole015" 19 1.04
"3068" "cole015" 20 0.97
"3069" "cole016" 1 0.53
"3070" "cole016" 2 0.54
"3071" "cole016" 3 0.5
"3072" "cole016" 4 0.52
"3073" "cole016" 5 0.78
"3074" "cole016" 6 0.56
"3075" "cole016" 7 0.81
"3076" "cole016" 8 0.77
"3077" "cole016" 9 0.48
"3078" "cole016" 10 0.52
"3079" "cole016" 11 0.62
"3080" "cole016" 12 0.62
"3081" "cole016" 13 0.5
"3082" "cole016" 14 0.5
"3083" "cole016" 15 0.51
"3084" "cole016" 16 0.49
"3085" "cole016" 17 0.45
"3086" "cole018" 1 0.59
"3087" "cole018" 2 0.75
"3088" "cole018" 3 0.65
"3089" "cole018" 4 0.56
"3090" "cole018" 5 0.67
"3091" "cole018" 6 0.59
"3092" "cole018" 7 0.55
"3093" "cole018" 8 0.6
"3094" "cole018" 9 0.63
"3095" "cole018" 10 0.59
"3096" "cole018" 11 0.71
"3097" "cole018" 12 0.7
"3098" "cole018" 13 0.55
"3099" "cole018" 14 0.77
"3100" "cole018" 15 0.78
"3101" "cole018" 16 0.77
"3102" "cole018" 17 0.52
"3103" "cole018" 18 0.78
"3104" "cole018" 19 0.67
"3105" "cole018" 20 0.55
"3106" "cole020" 1 0.92
"3107" "cole020" 2 0.96
"3108" "cole021" 1 0.75
"3109" "cole021" 2 0.79
"3110" "cole021" 3 0.79
"3111" "cole021" 4 0.72
"3112" "cole021" 5 0.73
"3113" "cole021" 6 0.72
"3114" "cole022" 1 1.04
"3115" "cole022" 2 1
"3116" "cole022" 3 1.08
"3117" "cole022" 4 1.2
"3118" "cole022" 5 1.34
"3119" "cole022" 6 1.1
"3120" "cole022" 7 1.19
"3121" "cole022" 8 0.9
"3122" "cole022" 9 1
"3123" "cole022" 10 1.2
"3124" "cole022" 11 0.96
"3125" "cole022" 12 1.12
"3126" "cole022" 13 1.08
"3127" "cole022" 14 1.18
"3128" "cole022" 15 1.08
"3129" "cole022" 16 1.1
"3130" "cole022" 17 1.14
"3131" "cole022" 18 1.09
"3132" "cole022" 19 0.76
"3133" "cole022" 20 1.06
"3134" "cole023" 1 0.52
"3135" "cole023" 2 0.59
"3136" "cole023" 3 0.54
"3137" "cole023" 4 0.59
"3138" "cole025" 1 0.69
"3139" "cole026" 1 0.42
"3140" "cole026" 2 0.35
"3141" "cole026" 3 0.39
"3142" "cole026" 4 0.33
"3143" "cole026" 5 0.41
"3144" "cole026" 6 0.44
"3145" "cole026" 7 0.41
"3146" "cole026" 8 0.35
"3147" "cole026" 9 0.39
"3148" "cole026" 10 0.43
"3149" "cole026" 11 0.43
"3150" "cole026" 12 0.36
"3151" "cole026" 13 0.46
"3152" "cole026" 14 0.33
"3153" "cole026" 15 0.39
"3154" "cole026" 16 0.44
"3155" "cole026" 17 0.39
"3156" "cole026" 18 0.37
"3157" "cole026" 19 0.38
"3158" "cole026" 20 0.32
"3159" "cole027" 1 0.44
"3160" "cole027" 2 0.41
"3161" "cole027" 3 0.42
"3162" "cole027" 4 0.4
"3163" "cole027" 5 0.39
"3164" "cole027" 6 0.44
"3165" "cole027" 7 0.48
"3166" "cole027" 8 0.44
"3167" "cole027" 9 0.4
"3168" "cole027" 10 0.36
"3169" "cole028" 1 0.35
"3170" "cole028" 2 0.38
"3171" "cole028" 3 0.3
"3172" "cole028" 4 0.37
"3173" "cole028" 5 0.28
"3174" "cole029" 1 0.62
"3175" "cole030" 1 0.22
"3176" "cole030" 2 0.27
"3177" "cole030" 3 0.26
"3178" "cole030" 4 0.24
"3179" "cole030" 5 0.24
"3180" "cole030" 6 0.26
"3181" "cole030" 7 0.23
"3182" "cole030" 8 0.27
"3183" "cole030" 9 0.25
"3184" "cole030" 10 0.25
"3185" "cole030" 11 0.28
"3186" "cole030" 12 0.27
"3187" "cole030" 13 0.26
"3188" "cole030" 14 0.255
"3189" "cole030" 15 0.25
"3190" "cole030" 16 0.27
"3191" "cole030" 17 0.255
"3192" "cole030" 18 0.28
"3193" "cole030" 19 0.25
"3194" "cole030" 20 0.28
"3195" "cole032" 1 0.52
"3196" "cole033" 1 0.69
"3197" "cole033" 2 0.77
"3198" "cole033" 3 0.82
"3199" "cole033" 4 0.77
"3200" "cole033" 5 0.79
"3201" "cole033" 6 0.83
"3202" "cole033" 7 0.79
"3203" "cole033" 8 0.86
"3204" "cole033" 9 0.76
"3205" "cole033" 10 0.83
"3206" "cole033" 11 0.86
"3207" "cole033" 12 0.8
"3208" "cole033" 13 0.8
"3209" "cole033" 14 0.74
"3210" "cole033" 15 0.92
"3211" "cole033" 16 0.72
"3212" "cole033" 17 0.9
"3213" "cole033" 18 0.88
"3214" "cole033" 19 0.76
"3215" "cole034" 1 0.29
"3216" "cole034" 2 0.31
"3217" "cole034" 3 0.31
"3218" "cole034" 4 0.32
"3219" "cole034" 5 0.31
"3220" "cole034" 6 0.28
"3221" "cole034" 7 0.32
"3222" "cole034" 8 0.3
"3223" "cole034" 9 0.29
"3224" "cole034" 10 0.3
"3225" "cole034" 11 0.31
"3226" "cole034" 12 0.29
"3227" "cole034" 13 0.31
"3228" "cole034" 14 0.28
"3229" "cole034" 15 0.29
"3230" "cole034" 16 0.285
"3231" "cole034" 17 0.3
"3232" "cole034" 18 0.29
"3233" "cole034" 19 0.29
"3234" "cole034" 20 0.31
"3235" "cole035" 1 0.48
"3236" "cole035" 2 0.48
"3237" "cole035" 3 0.48
"3238" "cole035" 4 0.47
"3239" "cole035" 5 0.52
"3240" "cole035" 6 0.46
"3241" "cole035" 7 0.46
"3242" "cole035" 8 0.48
"3243" "cole035" 9 0.53
"3244" "cole035" 10 0.49
"3245" "cole035" 11 0.51
"3246" "cole035" 12 0.52
"3247" "cole035" 13 0.47
"3248" "cole035" 14 0.51
"3249" "cole035" 15 0.5
"3250" "cole035" 16 0.55
"3251" "cole035" 17 0.52
"3252" "cole035" 18 0.56
"3253" "cole035" 19 0.48
"3254" "cole035" 20 0.49
"3255" "cole037" 1 0.49
"3256" "cole037" 2 0.48
"3257" "cole037" 3 0.46
"3258" "cole037" 4 0.46
"3259" "cole037" 5 0.43
"3260" "cole037" 6 0.46
"3261" "cole037" 7 0.46
"3262" "cole037" 8 0.44
"3263" "cole037" 9 0.5
"3264" "cole037" 10 0.45
"3265" "cole037" 11 0.5
"3266" "cole037" 12 0.48
"3267" "cole037" 13 0.45
"3268" "cole037" 14 0.48
"3269" "cole037" 15 0.5
"3270" "cole037" 16 0.45
"3271" "cole037" 17 0.51
"3272" "cole037" 18 0.48
"3273" "cole037" 19 0.48
"3274" "cole037" 20 0.44
"3275" "cole037" 1 0.58
"3276" "cole038" 1 1.4
"3277" "cole038" 2 1.44
"3278" "cole038" 3 1.36
"3279" "cole040" 1 0.52
"3280" "cole041" 1 0.64
"3281" "cole041" 2 0.56
"3282" "cole041" 3 0.56
"3283" "cole041" 4 0.58
"3284" "cole041" 5 0.6
"3285" "cole041" 6 0.62
"3286" "cole041" 7 0.55
"3287" "cole041" 8 0.52
"3288" "cole041" 9 0.66
"3289" "cole041" 10 0.38
"3290" "cole041" 11 0.51
"3291" "cole041" 12 0.65
"3292" "cole041" 13 0.44
"3293" "cole041" 14 0.46
"3294" "cole041" 15 0.49
"3295" "cole041" 16 0.5
"3296" "cole042" 1 0.46
"3297" "cole042" 2 0.47
"3298" "cole043" 1 0.98
"3299" "cole043" 2 0.97
"3300" "cole043" 3 0.99
"3301" "cole043" 4 1.04
"3302" "cole044" 1 0.87
"3303" "cole044" 2 0.64
"3304" "cole044" 3 0.76
"3305" "cole044" 4 0.73
"3306" "cole044" 5 0.6
"3307" "cole044" 6 0.67
"3308" "cole044" 7 0.72
"3309" "cole044" 8 0.86
"3310" "cole044" 9 0.63
"3311" "cole044" 10 0.61
"3312" "cole045" 1 1.02
"3313" "cole045" 2 1.1
"3314" "cole045" 3 0.88
"3315" "cole045" 4 1.06
"3316" "cole046" 1 0.25
"3317" "cole047" 1 0.4
"3318" "cole048" 1 0.64
"3319" "cole048" 2 0.61
"3320" "cole048" 3 0.69
"3321" "cole048" 4 0.66
"3322" "cole048" 5 0.65
"3323" "cole050" 1 0.275
"3324" "cole050" 2 0.26
"3325" "cole051" 1 0.38
"3326" "cole051" 2 0.88
"3327" "cole052" 1 0.45
"3328" "cole052" 2 0.43
"3329" "cole052" 3 0.4
"3330" "cole052" 4 0.38
"3331" "cole052" 5 0.42
"3332" "cole054" 1 0.62
"3333" "cole054" 2 0.5
"3334" "cole054" 3 0.48
"3335" "cole054" 4 0.52
"3336" "cole055" 1 0.46
"3337" "cole056" 1 0.56
"3338" "cole056" 2 0.64
"3339" "cole056" 3 0.68
"3340" "cole056" 4 0.93
"3341" "cole057" 1 0.6
"3342" "cole058" 1 0.4
"3343" "cole059" 1 0.51
"3344" "cole059" 2 0.355
"3345" "cole059" 3 0.39
"3346" "cole059" 4 0.21
"3347" "cole059" 5 0.43
"3348" "cole059" 6 0.55
"3349" "cole059" 7 0.57
"3350" "cole059" 8 0.7
"3351" "cole059" 9 0.6
"3352" "cole059" 10 0.6
"3353" "cole059" 11 0.53
"3354" "cole059" 12 0.4
"3355" "cole059" 13 0.35
"3356" "cole059" 14 0.37
"3357" "cole059" 15 0.49
"3358" "cole059" 16 0.55
"3359" "cole059" 17 0.28
"3360" "cole059" 18 0.6
"3361" "cole059" 19 0.52
"3362" "cole059" 20 0.43
"3363" "cole060" 1 1.84
"3364" "cole060" 2 1.92
"3365" "cole060" 3 1.94
"3366" "cole060" 4 1.7
"3367" "cole060" 5 1.84
"3368" "cole060" 6 1.84
"3369" "cole060" 7 1.76
"3370" "cole060" 8 2.15
"3371" "cole060" 9 2.2
"3372" "cole060" 10 1.83
"3373" "cole060" 11 1.84
"3374" "cole060" 12 1.9
"3375" "cole060" 13 1.66
"3376" "cole060" 14 1.88
"3377" "cole060" 15 1.88
"3378" "cole060" 16 1.7
"3379" "cole060" 17 1.88
"3380" "cole060" 18 2.1
"3381" "cole060" 19 1.8
"3382" "cole060" 20 1.82
"3383" "cole061" 1 0.96
"3384" "cole061" 2 1.1
"3385" "cole061" 3 1.12
"3386" "cole061" 4 1.13
"3387" "cole061" 5 1
"3388" "cole061" 6 1.1
"3389" "cole061" 7 1.04
"3390" "cole061" 8 1.04
"3391" "cole061" 9 1.16
"3392" "cole062" 1 0.48
"3393" "cole062" 2 0.48
"3394" "cole062" 3 0.52
"3395" "cole062" 4 0.5
"3396" "cole062" 5 0.48
"3397" "cole062" 6 0.46
"3398" "cole063" 1 0.37
"3399" "cole063" 2 0.41
"3400" "cole063" 3 0.41
"3401" "cole063" 4 0.34
"3402" "cole064" 1 0.79
"3403" "cole065" 1 3.1
"3404" "cole066" 1 1.02
"3405" "cole067" 1 0.99
"3406" "cole068" 1 0.47
"3407" "cole068" 2 0.33
"3408" "cole068" 3 0.41
"3409" "cole068" 4 0.27
"3410" "cole068" 5 0.26
"3411" "cole068" 6 0.41
"3412" "cole069" 1 0.56
"3413" "cole070" 1 0.82
"3414" "cole070" 2 0.86
"3415" "cole070" 3 0.85
"3416" "cole070" 4 0.71
"3417" "cole070" 5 0.6
"3418" "cole070" 6 0.86
"3419" "cole070" 7 0.75
"3420" "cole071" 1 1.4
"3421" "cole071" 2 0.96
"3422" "cole071" 3 1.32
"3423" "cole071" 4 1.16
"3424" "cole071" 5 1.26
"3425" "cole071" 6 1.24
"3426" "cole071" 7 1.4
"3427" "cole071" 8 1.2
"3428" "cole071" 9 0.94
"3429" "cole071" 10 1.72
"3430" "cole071" 11 1.68
"3431" "cole071" 12 1.04
"3432" "cole071" 13 1.36
"3433" "cole071" 14 1.64
"3434" "cole071" 15 1.2
"3435" "cole071" 16 0.96
"3436" "cole072" 1 0.24
"3437" "cole073" 1 0.77
"3438" "cole073" 2 0.49
"3439" "cole074" 1 0.39
"3440" "cole075" 1 0.82
"3441" "cole075" 2 0.71
"3442" "cole075" 3 0.63
"3443" "cole075" 4 0.5
"3444" "cole075" 5 0.81
"3445" "cole076" 1 0.49
"3446" "cole076" 2 0.83
"3447" "cole076" 3 0.64
"3448" "cole077" 1 0.9
"3449" "cole078" 1 0.75
"3450" "cole079" 1 1.12
"3451" "cole080" 1 0.8
"3452" "cole080" 2 0.82
"3453" "cole080" 3 0.81
"3454" "cole080" 4 0.87
"3455" "cole081" 1 0.26
"3456" "cole081" 2 0.24
"3457" "cole081" 3 0.25
"3458" "cole081" 4 0.29
"3459" "cole081" 5 0.24
"3460" "cole081" 6 0.28
"3461" "cole081" 7 0.29
"3462" "cole081" 8 0.29
"3463" "cole082" 1 1.98
"3464" "cole082" 2 1.9
"3465" "cole083" 1 1.3
"3466" "cole083" 2 1.04
"3467" "cole084" 1 1.1
"3468" "cole085" 1 0.63
"3469" "cole086" 1 0.45
"3470" "cole087" 1 0.76
"3471" "cole087" 2 1.06
"3472" "cole088" 1 0.98
"3473" "cole089" 1 0.53
"3474" "cole090" 1 0.43
"3475" "cole091" 1 0.53
"3476" "cole091" 2 0.55
